Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1021600.0,0.4,798492000.0,2554000.0,2554000.0,7635000.0,499416000.0,2511062000.0,801046000.0,301630000.0,-282085000.0,282085000.0,6102600.0,7635000.0,-4552791000.0,,,,,7635000.0,7635000.0,0.0,7635000.0,7635000.0,7635000.0,11910000.0,19545000.0,-9780732000.0,,,-282085000.0,282085000.0,10079808000.0,-7063853000.0,,499416000.0,499416000.0,3015955000.0,2511062000.0,5527017000.0,5527017000.0,2024-03-31
560568.454688,0.253422,964941000.0,2212000.0,2212000.0,172432000.0,455009000.0,2605541000.0,967153000.0,512144000.0,-281181000.0,281181000.0,170780568.454688,172432000.0,5461920000.0,155440695.0,155440695.0,1.109311,1.109311,172432000.0,172432000.0,0.0,172432000.0,172432000.0,172432000.0,58531000.0,230963000.0,47022000.0,,,-281181000.0,281181000.0,462910000.0,2856379000.0,2476878000.0,455009000.0,455009000.0,3319289000.0,2605541000.0,5924830000.0,5924830000.0,2023-12-31
539873.919621,0.25943,1013159000.0,2081000.0,2081000.0,223721000.0,439350000.0,2667366000.0,1015240000.0,575890000.0,-273797000.0,273797000.0,222179873.919621,223721000.0,5567389000.0,158667376.0,158667376.0,1.41,1.41,223721000.0,223721000.0,0.0,223721000.0,223721000.0,223721000.0,78372000.0,302093000.0,32965000.0,,,-273797000.0,273797000.0,540844000.0,2900023000.0,2497688000.0,439350000.0,439350000.0,3440867000.0,2667366000.0,6108233000.0,6108233000.0,2023-09-30
703641.020713,0.289564,1092018000.0,2430000.0,2430000.0,288319000.0,428467000.0,2590322000.0,1094448000.0,665981000.0,-260147000.0,260147000.0,286592641.020713,288319000.0,5511357000.0,155848108.0,155848108.0,1.85,1.85,288319000.0,288319000.0,0.0,288319000.0,288319000.0,288319000.0,117515000.0,405834000.0,52812000.0,,,-260147000.0,260147000.0,610739000.0,2921035000.0,2495468000.0,428467000.0,428467000.0,3531774000.0,2590322000.0,6122096000.0,6122096000.0,2023-06-30
9488389.379127,0.275345,901901000.0,34460000.0,34460000.0,200949000.0,411981000.0,2816676000.0,936361000.0,524380000.0,-1012887000.0,247077000.0,175977389.379127,200949000.0,4051045000.0,,,,,200949000.0,200949000.0,0.0,200949000.0,200949000.0,200949000.0,76354000.0,277303000.0,-126319000.0,10036000.0,-50966000.0,-1012887000.0,247077000.0,1386979000.0,1234369000.0,-1236438000.0,411981000.0,339031000.0,2621348000.0,2816676000.0,5438024000.0,5438024000.0,2023-03-31
,,,,,,,,,,,,,,,156098712.0,156098712.0,2.33,2.33,,,,,,,,,,-38850000.0,38850000.0,,,,,2392599000.0,,,,,,,2022-12-31
653343.871768,0.279446,834949000.0,2338000.0,2338000.0,32546000.0,493846000.0,2663427000.0,837287000.0,343441000.0,-298273000.0,298273000.0,30861343.871768,32546000.0,5846529000.0,154980952.0,154980952.0,0.21,0.21,32546000.0,32546000.0,0.0,32546000.0,32546000.0,32546000.0,12622000.0,45168000.0,51144000.0,,,-298273000.0,298273000.0,289959000.0,3183102000.0,2713717000.0,493846000.0,493846000.0,3473061000.0,2663427000.0,6136488000.0,6136488000.0,2024-06-30 00:00:00
