Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.268117,0.0,0.0,2873300000.0,8746700000.0,14000000000.0,22746700000.0,2873300000.0,2873300000.0,,,,,2873300000.0,2873300000.0,2873300000.0,2873300000.0,0.0,2873300000.0,1052600000.0,3925900000.0,0.0,7873400000.0,3712600000.0,12205500000.0,12205500000.0,2024-03-31
0.0,0.297896,0.0,0.0,3053800000.0,8190300000.0,13650600000.0,21840900000.0,3053800000.0,3053800000.0,2276677648.0,2276677648.0,1.341341,1.341341,3053800000.0,3053800000.0,3053800000.0,3053800000.0,0.0,3053800000.0,1295700000.0,4349500000.0,0.0,7876800000.0,3248800000.0,12711700000.0,12711700000.0,2023-12-31
0.0,0.328406,0.0,0.0,2748900000.0,8305800000.0,12984200000.0,21290000000.0,2748900000.0,2748900000.0,2284028161.0,2284028161.0,1.203532,1.203532,2748900000.0,2748900000.0,2748900000.0,2748900000.0,0.0,2748900000.0,1344200000.0,4093100000.0,0.0,7254900000.0,3047500000.0,11860600000.0,11860600000.0,2023-09-30
0.0,0.306328,0.0,0.0,2025800000.0,8077700000.0,12172700000.0,20250400000.0,2025800000.0,2025800000.0,2273205202.0,2273205202.0,0.891165,0.891165,2025800000.0,2025800000.0,2025800000.0,2025800000.0,0.0,2025800000.0,894600000.0,2920400000.0,0.0,6782500000.0,2726200000.0,11687900000.0,11687900000.0,2023-06-30
-441311.22345,0.361138,-1222000.0,-1222000.0,3335282000.0,8571832000.0,11157762000.0,19729594000.0,3336062688.77655,3335282000.0,,,,,3335282000.0,3335282000.0,3335282000.0,3335312000.000001,0.0,3335312000.000001,1885400000.0,5220712000.0,-1222000.0,6416117000.0,-775851000.0,13393851000.0,13393851000.0,2023-03-31
,,,,,,,,,,2288216516.0,2288216516.0,0.450176,0.450176,,,,,,,,,,,,,,2022-12-31
0.0,0.262411,0.0,0.0,3247900000.0,8822800000.0,14724400000.0,23547200000.0,3247900000.0,3247900000.0,2619274194.0,2619274194.0,1.24,1.24,3247900000.0,3247900000.0,3247900000.0,3247900000.0,0.0,3247900000.0,1155500000.0,4403400000.0,0.0,7812800000.0,3562100000.0,13316300000.0,13316300000.0,2024-09-30 00:00:00
