Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
12209411.0,12209411.0,4840930000.0,5169596000.0,3630731000.0,9011382000.0,2621478000.0,3630731000.0,58121000.0,3899907000.0,4918840000.0,3899907000.0,0.0,3899907000.0,3777813000.0,,,122094000.0,122094000.0,7072948000.0,1182182000.0,8632000.0,,,84416000.0,1063730000.0,44797000.0,1018933000.0,10578000.0,5890766000.0,18785000.0,4105866000.0,13324000.0,4092542000.0,,36941000.0,1583686000.0,,,27297000.0,1556389000.0,10972855000.0,2460611000.0,6314000.0,,0.0,11107000.0,11107000.0,,425010000.0,,50760000.0,269176000.0,266651000.0,2525000.0,1485717000.0,,1485717000.0,12906000.0,1472811000.0,,,,,8512244000.0,286895000.0,,,,5745912000.0,,,,13900000.0,12750000.0,1438511000.0,1014276000.0,743731000.0,270545000.0,,,2024-03-31
12209411.0,12209411.0,5138843000.0,5437191000.0,3569593000.0,9278061000.0,2979407000.0,3569593000.0,64021000.0,3904891000.0,5347173000.0,3904891000.0,0.0,3904891000.0,3782797000.0,,,122094000.0,122094000.0,7386513000.0,1617670000.0,10294000.0,,,85892000.0,1494338000.0,52056000.0,1442282000.0,11537000.0,5768843000.0,19178000.0,3942853000.0,11965000.0,3930888000.0,,21955000.0,1654884000.0,,,71617000.0,1583267000.0,11291404000.0,2543154000.0,8127000.0,,0.0,12850000.0,12850000.0,,452593000.0,,51305000.0,335298000.0,332773000.0,2525000.0,1510637000.0,,1510637000.0,17624000.0,1493013000.0,,,,,8748250000.0,248853000.0,,,,5501237000.0,,,,9593000.0,12902000.0,1996044000.0,979621000.0,745294000.0,234327000.0,,,2023-09-30
12207129.0,12207129.0,4854197000.0,5011138000.0,3463664000.0,8806664000.0,2907747000.0,3463664000.0,69521000.0,3865047000.0,5526270000.0,3878651000.0,13604000.0,3865047000.0,101519000.0,1561709000.0,785924000.0,122071000.0,122071000.0,6247116000.0,1833641000.0,-36000.0,6798000.0,10056000.0,80857000.0,1719107000.0,57884000.0,1661223000.0,6798000.0,4413475000.0,17242000.0,3292031000.0,11637000.0,3280394000.0,57236000.0,2127000.0,1021797000.0,71818000.0,491000.0,38872000.0,910616000.0,10125767000.0,2804545000.0,7469000.0,39625000.0,10089000.0,224081000.0,220580000.0,3501000.0,540315000.0,540315000.0,51850000.0,401383000.0,398858000.0,2525000.0,1537202000.0,-561261000.0,2098463000.0,0.0,1537202000.0,1092834000.0,926825000.0,78804000.0,0.0,7321222000.0,248220000.0,0.0,238502000.0,258439000.0,5211889000.0,1029245000.0,73561000.0,4109083000.0,85309000.0,142671000.0,1296992000.0,87420000.0,447849000.0,87420000.0,5163000.0,82257000.0,2023-03-31
