Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
125020000.0,125020000.0,,7570000.0,1233507000.0,1267838000.0,591057000.0,1233507000.0,1260268000.0,1260268000.0,1347711000.0,87443000.0,1260268000.0,1010228000.0,,,250040000.0,250040000.0,235355000.0,77254000.0,,17043000.0,60211000.0,0.0,0.0,158101000.0,122302000.0,,7570000.0,7570000.0,,27935000.0,,0.0,27935000.0,1583066000.0,833908000.0,,26761000.0,3096000.0,23665000.0,807147000.0,,807147000.0,16890000.0,790257000.0,,,,,749158000.0,34545000.0,,219310000.0,762000.0,314974000.0,179567000.0,153487000.0,26080000.0,,,2024-03-31
125020000.0,125020000.0,8956000.0,24984000.0,1157299000.0,1211070000.0,582108000.0,1157299000.0,1186086000.0,1203615000.0,1270710000.0,84624000.0,1186086000.0,936046000.0,,,250040000.0,250040000.0,276244000.0,94965000.0,,15192000.0,62244000.0,17529000.0,17529000.0,181279000.0,141380000.0,,7455000.0,7455000.0,,32150000.0,,,32150000.0,1546954000.0,783567000.0,,28787000.0,5122000.0,23665000.0,754780000.0,,754780000.0,8279000.0,746501000.0,,,,,763387000.0,27703000.0,,214500000.0,994000.0,287341000.0,232849000.0,216821000.0,16028000.0,,,2023-09-30
125020000.0,125020000.0,46923000.0,48468000.0,1108005000.0,1185827000.0,535265000.0,1108005000.0,1137359000.0,1154888000.0,1221371000.0,84012000.0,1137359000.0,887319000.0,805063000.0,82256000.0,250040000.0,250040000.0,256119000.0,92544000.0,-1000.0,13703000.0,61313000.0,17529000.0,17529000.0,163575000.0,35365000.0,8771000.0,30939000.0,30939000.0,1949000.0,85757000.0,59871000.0,,25886000.0,1477490000.0,778650000.0,-2000.0,29354000.0,5689000.0,23665000.0,749298000.0,-371259000.0,1120557000.0,3519000.0,746702000.0,246639000.0,772329000.0,98070000.0,0.0,698840000.0,5353000.0,3729000.0,199194000.0,8473000.0,192953000.0,289138000.0,99647000.0,189491000.0,187946000.0,1545000.0,2023-03-31
