Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
155000000.0,155000000.0,3291900000.0,3339800000.0,2472200000.0,5815300000.0,-2277000000.0,2472200000.0,2475500000.0,2866200000.0,2475700000.0,200000.0,2475500000.0,2320500000.0,,,155000000.0,155000000.0,4028000000.0,461000000.0,57400000.0,,,0.0,390700000.0,390700000.0,12900000.0,3567000000.0,128700000.0,,2949100000.0,2949100000.0,,20400000.0,118400000.0,,1700000.0,116700000.0,6503700000.0,5213700000.0,1500000.0,,364800000.0,530900000.0,530900000.0,,,,3300000.0,,3300000.0,4313200000.0,,4313200000.0,4223500000.0,89700000.0,,,,,1290000000.0,377500000.0,,,302900000.0,,,,54400000.0,73700000.0,259500000.0,222000000.0,174100000.0,47900000.0,,,2024-03-31
18823066.0,18823066.0,2824400000.0,2917600000.0,2481600000.0,5402500000.0,-2601300000.0,2481600000.0,2484900000.0,2484900000.0,2485100000.0,200000.0,2484900000.0,2466100000.0,,,18800000.0,18800000.0,4646300000.0,60600000.0,57400000.0,,,0.0,0.0,0.0,3200000.0,4585700000.0,1188200000.0,,2917600000.0,2917600000.0,,17700000.0,90700000.0,,1700000.0,89000000.0,7131400000.0,5147000000.0,1600000.0,,405700000.0,421200000.0,421200000.0,,,,3300000.0,,3300000.0,4315200000.0,,4315200000.0,4223500000.0,91700000.0,,,,,1984400000.0,1098500000.0,,,331300000.0,,,,54400000.0,87800000.0,229100000.0,183300000.0,90100000.0,93200000.0,,,2023-09-30
28742098.0,28742098.0,3214000000.0,3377000000.0,2556100000.0,5937700000.0,-2454400000.0,2556100000.0,2560700000.0,2560700000.0,2560900000.0,200000.0,2560700000.0,2273300000.0,1332000000.0,789800000.0,287400000.0,287400000.0,4825400000.0,71400000.0,55900000.0,15500000.0,55900000.0,0.0,0.0,0.0,15500000.0,4754000000.0,185400000.0,0.0,3377000000.0,3377000000.0,36700000.0,6000000.0,307700000.0,207400000.0,1700000.0,98600000.0,7386300000.0,5086700000.0,-100000.0,40600000.0,405700000.0,172900000.0,172900000.0,121800000.0,32100000.0,89700000.0,4600000.0,1300000.0,3300000.0,4340900000.0,-368900000.0,4709800000.0,4223500000.0,118700000.0,460600000.0,23200000.0,2500000.0,0.0,2299600000.0,967400000.0,100000000.0,1357200000.0,242900000.0,26500000.0,63200000.0,153200000.0,104700000.0,83900000.0,256200000.0,238600000.0,75600000.0,163000000.0,101500000.0,61500000.0,2023-03-31
