Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
32460736.0,32460736.0,35800000.0,10525000000.0,10525000000.0,5448900000.0,10525000000.0,35800000.0,10525000000.0,10525000000.0,10525000000.0,10525000000.0,10200400000.0,,,324600000.0,324600000.0,11740200000.0,1086600000.0,2600000.0,2600000.0,1084000000.0,10653600000.0,589100000.0,33200000.0,33200000.0,,51300000.0,9780000000.0,,,420600000.0,9359400000.0,22265200000.0,6162700000.0,846300000.0,,656100000.0,94400000.0,94400000.0,1797800000.0,,1797800000.0,197600000.0,1600200000.0,,,,,16102500000.0,416300000.0,,,,1854500000.0,,,,,3538600000.0,2971000000.0,,,7322100000.0,437800000.0,6884300000.0,,,2023-12-31,
32460736.0,32460736.0,40300000.0,9460300000.0,9460300000.0,4106700000.0,9460300000.0,40300000.0,9460300000.0,9460300000.0,9460300000.0,9460300000.0,483200000.0,4804700000.0,751900000.0,324600000.0,324600000.0,11912900000.0,1062600000.0,8400000.0,8400000.0,1054200000.0,10850300000.0,493400000.0,31900000.0,31900000.0,900000.0,103500000.0,10713300000.0,111500000.0,141600000.0,749500000.0,9710700000.0,21373200000.0,6416200000.0,1006000000.0,1096900000.0,655400000.0,90900000.0,90900000.0,1928000000.0,-3881300000.0,5809300000.0,227600000.0,156800000.0,4596700000.0,782300000.0,45900000.0,0.0,14957000000.0,451700000.0,0.0,141600000.0,461900000.0,2198000000.0,148000000.0,1312600000.0,48400000.0,689000000.0,354400000.0,2162800000.0,-31000000.0,2193800000.0,9638300000.0,469300000.0,9638300000.0,8825000000.0,813300000.0,2023-06-30,
32460736.0,32460736.0,31200000.0,8889900000.0,8889900000.0,4732600000.0,8889900000.0,31200000.0,8889900000.0,8889900000.0,8889900000.0,8889900000.0,8565300000.0,,,324600000.0,324600000.0,11154300000.0,976900000.0,,,963200000.0,10177400000.0,557300000.0,31200000.0,31200000.0,,84400000.0,9312100000.0,,,51600000.0,9260500000.0,20044200000.0,5134200000.0,620800000.0,,633100000.0,95800000.0,95800000.0,1964200000.0,,1964200000.0,430800000.0,1533400000.0,,,,,14910000000.0,603900000.0,,,,2061800000.0,,,,,44900000.0,2556300000.0,,,9643100000.0,323200000.0,9319900000.0,,,2022-12-31,
32460736.0,32460736.0,30700000.0,7748600000.0,7748600000.0,2190200000.0,7748600000.0,30700000.0,7748600000.0,7748600000.0,7748600000.0,7748600000.0,7424000000.0,,,324600000.0,324600000.0,10837000000.0,1030400000.0,,,1030400000.0,9806600000.0,479100000.0,30700000.0,30700000.0,,105500000.0,8874800000.0,,,358300000.0,8516500000.0,18585600000.0,6588800000.0,1169000000.0,,748700000.0,95500000.0,95500000.0,1669100000.0,,1669100000.0,277500000.0,1391600000.0,,,,,11996800000.0,519600000.0,0.0,,,2255600000.0,,,,,38900000.0,2408300000.0,,,6774400000.0,1037700000.0,5736700000.0,,,2024-06-30 00:00:00,-100000.0
