Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.223646,521700000.0,0.0,0.0,304750000.0,97750000.0,1415230000.0,521700000.0,423950000.0,-31410000.0,31410000.0,,304750000.0,304750000.0,4477470000.0,,,,,,304750000.0,304750000.0,0.0,304750000.0,0.0,304750000.0,304750000.0,87790000.0,392540000.0,190480000.0,0.0,,0.0,-31410000.0,,31410000.0,,233470000.0,3062240000.0,2516700000.0,97750000.0,,97750000.0,,,,,,3295710000.0,1415230000.0,4710940000.0,4710940000.0,2024-03-31
0.0,0.253982,454170000.0,0.0,0.0,259010000.0,80590000.0,1531550000.0,454170000.0,373580000.0,-26390000.0,26390000.0,,259010000.0,259010000.0,4618230000.0,,319765432.0,315865854.0,0.81,0.82,259010000.0,259010000.0,0.0,259010000.0,0.0,259010000.0,259010000.0,88180000.0,347190000.0,109660000.0,0.0,,0.0,-26390000.0,,26390000.0,,263920000.0,3086680000.0,2564430000.0,80590000.0,,80590000.0,,,,,,3350600000.0,1531550000.0,4882150000.0,4882150000.0,2023-12-31
0.0,0.272082,419200000.0,0.0,0.0,259620000.0,64920000.0,1345680000.0,419200000.0,354280000.0,-14750000.0,14750000.0,26350000.0,259620000.0,259620000.0,4416690000.0,11420000.0,321747807.0,321747807.0,0.806905,0.806905,259620000.0,259620000.0,0.0,259620000.0,12470000.0,247150000.0,247150000.0,92380000.0,339530000.0,126100000.0,0.0,-13140000.0,0.0,-14750000.0,930000.0,14750000.0,26350000.0,228180000.0,3071010000.0,2561030000.0,64920000.0,4850000.0,64920000.0,2410000.0,2254230000.0,2199090000.0,55140000.0,11420000.0,3299190000.0,1345680000.0,4644870000.0,4644870000.0,2023-06-30
-435732000.0,0.3,-1428020000.0,-91810000.0,-1452440000.0,-1599710000.0,76620000.0,1438150000.0,-1519830000.0,-1596450000.0,92650000.0,11760000.0,,-583002000.0,-1599710000.0,3984080000.0,,,,,,-1599710000.0,-1599710000.0,0.0,-1599710000.0,17870000.0,-1617580000.0,-1617580000.0,9370000.0,-1608210000.0,-142440000.0,-1546970000.0,,0.0,92650000.0,,11760000.0,,-105530000.0,2545930000.0,-5667420000.0,76620000.0,,5080000.0,,,,,,2440400000.0,1438150000.0,3878550000.0,3878550000.0,2023-03-31
0.0,0.331174,187730000.0,0.0,0.0,94680000.0,62600000.0,1121150000.0,187730000.0,125130000.0,-18600000.0,18600000.0,,94680000.0,94680000.0,3766200000.0,,321747807.0,321747807.0,0.294268,0.294268,94680000.0,94680000.0,0.0,94680000.0,23430000.0,71250000.0,71250000.0,35280000.0,106530000.0,69750000.0,0.0,,0.0,-18600000.0,,18600000.0,,55380000.0,2645050000.0,2131160000.0,62600000.0,,62600000.0,,,,,,2700430000.0,1121150000.0,3821580000.0,3821580000.0,2022-12-31
0.0,0.23164,648370000.0,,,402590000.0,94150000.0,1570100000.0,648370000.0,554220000.0,-30260000.0,30260000.0,,402590000.0,402590000.0,5173560000.0,,324669355.0,324669355.0,1.24,1.24,402590000.0,402590000.0,0.0,402590000.0,0.0,402590000.0,402590000.0,121370000.0,523960000.0,187210000.0,,,,-30260000.0,,30260000.0,,367010000.0,3603460000.0,3015060000.0,94150000.0,,94150000.0,,,,,,3970470000.0,1570100000.0,5540570000.0,5540570000.0,2024-06-30 00:00:00
