Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
-2261088.885215,0.250675,213180000.0,-9020000.0,-9020000.0,130850000.0,13440000.0,1470080000.0,204160000.0,190720000.0,-4200000.0,9250000.0,137608911.114785,130850000.0,1663520000.0,130850000.0,130850000.0,0.0,130850000.0,-5130000.0,135980000.0,135980000.0,45490000.0,181470000.0,73690000.0,60000.0,60000.0,-4200000.0,9250000.0,155110000.0,193440000.0,267480000.0,348550000.0,1470080000.0,1818630000.0,1818630000.0,2024-03-31,,,,
0.0,0.251248,215930000.0,0.0,0.0,151950000.0,,1603340000.0,215930000.0,215930000.0,-3550000.0,3550000.0,151950000.0,151950000.0,1813980000.0,151950000.0,151950000.0,0.0,151950000.0,-7080000.0,159030000.0,159020000.0,53360000.0,212380000.0,4580000.0,0.0,,-3550000.0,3550000.0,211350000.0,210640000.0,167070000.0,421990000.0,1603340000.0,2025330000.0,2025330000.0,2024-06-30 00:00:00,39162371.0,39162371.0,3.88,3.88
0.0,0.245806,66480000.0,0.0,0.0,38020000.0,,1506560000.0,66480000.0,66480000.0,-15220000.0,15220000.0,38020000.0,38020000.0,1678550000.0,38020000.0,38020000.0,0.0,38020000.0,-640000.0,38660000.0,38660000.0,12600000.0,51260000.0,21580000.0,0.0,,-15220000.0,15220000.0,44900000.0,171990000.0,134850000.0,216890000.0,1506560000.0,1723450000.0,1723450000.0,2023-06-30 00:00:00,39186063.0,39186063.0,0.970243,0.970243
