Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,2325900000.0,,,568550000.0,824960000.0,11981830000.0,2325900000.0,1500940000.0,-451400000.0,451400000.0,568550000.0,568550000.0,18386740000.0,,,,,568550000.0,568550000.0,0.0,568550000.0,-15050000.0,583600000.0,0.0,583600000.0,465940000.0,1049540000.0,64190000.0,,,-451400000.0,451400000.0,1361810000.0,6404910000.0,3508970000.0,824960000.0,824960000.0,7766720000.0,11981830000.0,19748550000.0,19748550000.0,2024-03-31
0.0,0.3,2095880000.0,,,3826850000.0,892740000.0,12000040000.0,2095880000.0,1203140000.0,-495630000.0,495630000.0,3826850000.0,3826850000.0,18007580000.0,152768463.0,152768463.0,25.05,25.05,3826850000.0,3826850000.0,0.0,3826850000.0,-12020000.0,3838870000.0,0.0,3838870000.0,-3131360000.0,707510000.0,89280000.0,,,-495630000.0,495630000.0,838300000.0,6007540000.0,3043940000.0,892740000.0,892740000.0,6845840000.0,12000040000.0,18845880000.0,18845880000.0,2023-12-31
0.0,0.246185,2090570000.0,,,542270000.0,848870000.0,11939080000.0,2090570000.0,1241700000.0,-502580000.0,502580000.0,542270000.0,542270000.0,17846320000.0,152752113.0,152752113.0,3.55,3.55,542270000.0,542270000.0,0.0,542270000.0,-14890000.0,557160000.0,0.0,557160000.0,181960000.0,739120000.0,67410000.0,,,-502580000.0,502580000.0,1021770000.0,5907240000.0,3030210000.0,848870000.0,848870000.0,6929010000.0,11939080000.0,18868090000.0,18868090000.0,2023-09-30
0.0,0.156507,1942990000.0,,,531770000.0,801610000.0,11412320000.0,1942990000.0,1141380000.0,-488950000.0,488950000.0,531770000.0,322570000.0,17056900000.0,152876777.0,152876777.0,2.11,2.11,322570000.0,322570000.0,0.0,322570000.0,-18550000.0,341120000.0,-209200000.0,550320000.0,102110000.0,652430000.0,187670000.0,,,-488950000.0,488950000.0,867160000.0,5644580000.0,2920760000.0,801610000.0,801610000.0,6511740000.0,11412320000.0,17924060000.0,17924060000.0,2023-06-30
687800.252845,0.027132,1711370000.0,25350000.0,25350000.0,396230000.0,921720000.0,12534290000.0,1736720000.0,815000000.0,-506950000.0,403680000.0,371567800.252845,396230000.0,24301550000.0,,,,,396230000.0,396230000.0,0.0,396230000.0,-3930000.0,400160000.0,0.0,400160000.0,11160000.0,411320000.0,8732000000.0,25260000.0,-25260000.0,-506950000.0,403680000.0,-7982610000.0,11767260000.0,,921720000.0,503960000.0,3784650000.0,12534290000.0,16318940000.0,16318940000.0,2023-03-31
,,,,,,,,,,,,,,,152268657.0,152268657.0,1.34,1.34,,,,,,,,,,,,,,,,,,2814490000.0,,,,,,,2022-12-31
0.0,0.391516,1802480000.0,,,324060000.0,798100000.0,11872890000.0,1802480000.0,1004380000.0,-444480000.0,444480000.0,324060000.0,324060000.0,18062730000.0,152858491.0,152858491.0,2.12,2.12,324060000.0,324060000.0,0.0,324060000.0,-16630000.0,340690000.0,0.0,340690000.0,219210000.0,559900000.0,35540000.0,,,-444480000.0,444480000.0,925780000.0,6189840000.0,3235520000.0,798100000.0,798100000.0,7115620000.0,11872890000.0,18988510000.0,18988510000.0,2024-06-30 00:00:00
