Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
500000.0,133027920.0,133527920.0,14517542000.0,16223400000.0,16738042000.0,32946518000.0,4638652000.0,16738042000.0,15006000.0,16738124000.0,21924381000.0,16738124000.0,16738124000.0,16472068000.0,,266056000.0,266056000.0,18620996000.0,5848914000.0,619593000.0,5196373000.0,10116000.0,5186257000.0,32948000.0,12772082000.0,282150000.0,11027027000.0,4890000.0,11022137000.0,54191000.0,997340000.0,,,,997340000.0,35359120000.0,17948387000.0,307025000.0,,115553000.0,115553000.0,,82000.0,,17525727000.0,,17525727000.0,5010517000.0,12515210000.0,,,,,17410734000.0,2815467000.0,,,7884212000.0,,,,,,4968069000.0,,,1742986000.0,52134000.0,1690852000.0,,2024-03-31
,133027920.0,133027920.0,9980483000.0,11421750000.0,15854550000.0,27245683000.0,4853427000.0,15854550000.0,30699000.0,15854632000.0,18327436000.0,15854632000.0,15854632000.0,15588576000.0,,266056000.0,266056000.0,13173088000.0,3136343000.0,630501000.0,2492883000.0,20079000.0,2472804000.0,10381000.0,10036745000.0,223819000.0,8928867000.0,10620000.0,8918247000.0,142553000.0,548855000.0,,,,548855000.0,29027720000.0,14137548000.0,307280000.0,,111724000.0,111724000.0,,82000.0,,13718462000.0,,13718462000.0,916606000.0,12801856000.0,,,,,14890172000.0,3163794000.0,,,6037421000.0,,,,,241119000.0,3981377000.0,,,1466461000.0,55893000.0,1410568000.0,,2023-09-30
,133027920.0,133027920.0,8335006000.0,9196041000.0,14822008000.0,23983088000.0,4110540000.0,14822008000.0,35043000.0,14822090000.0,16830464000.0,14822090000.0,14822090000.0,107346000.0,10682406000.0,266056000.0,266056000.0,11147240000.0,2785760000.0,727266000.0,2032797000.0,24423000.0,2008374000.0,25697000.0,8361480000.0,129289000.0,7163244000.0,10620000.0,7152624000.0,53373000.0,976898000.0,214722000.0,8289000.0,15593000.0,738294000.0,25969330000.0,13497310000.0,-1000.0,387653000.0,10000.0,99335000.0,10000.0,82000.0,82000.0,13109566000.0,-3435189000.0,16544755000.0,540140000.0,40087000.0,11646343000.0,3872422000.0,445763000.0,0.0,12472020000.0,1337527000.0,8289000.0,784308000.0,5782884000.0,1155169000.0,168113000.0,4459602000.0,109844000.0,546637000.0,4414066000.0,-29296000.0,4443362000.0,825992000.0,111551000.0,825992000.0,825992000.0,2023-03-31
