Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.21875,-15300000.0,-190000000.0,131200000.0,1324800000.0,-15300000.0,-146500000.0,-96700000.0,96700000.0,-190000000.0,-190000000.0,2295300000.0,,,,,-190000000.0,-190000000.0,0.0,-190000000.0,-190000000.0,-190000000.0,-53200000.0,-243200000.0,83600000.0,-96700000.0,96700000.0,-230100000.0,970500000.0,461000000.0,131200000.0,131200000.0,114000000.0,114000000.0,740400000.0,1324800000.0,2065200000.0,2065200000.0,2024-03-31
0.0,0.247688,1275300000.0,772700000.0,139400000.0,2868500000.0,1275300000.0,1135900000.0,-108800000.0,108800000.0,772700000.0,772700000.0,3962600000.0,20732493.0,20732493.0,37.27,37.27,772700000.0,772700000.0,0.0,772700000.0,772700000.0,772700000.0,254400000.0,1027100000.0,56600000.0,-108800000.0,108800000.0,1079300000.0,1094100000.0,525300000.0,139400000.0,139400000.0,127900000.0,127900000.0,2173400000.0,2868500000.0,5041900000.0,5041900000.0,2023-12-31
0.0,0.253656,400400000.0,132700000.0,126800000.0,1084900000.0,400400000.0,273600000.0,-95800000.0,95800000.0,132700000.0,132700000.0,1910400000.0,20734375.0,20734375.0,6.4,6.4,132700000.0,132700000.0,0.0,132700000.0,132700000.0,132700000.0,45100000.0,177800000.0,59700000.0,-95800000.0,95800000.0,213900000.0,825500000.0,386200000.0,126800000.0,126800000.0,53700000.0,53700000.0,1039400000.0,1084900000.0,2124300000.0,2124300000.0,2023-09-30
0.0,0.251613,33300000.0,-116000000.0,114800000.0,822700000.0,33300000.0,-81500000.0,-73500000.0,73500000.0,-116000000.0,-116000000.0,1544300000.0,20751342.0,20751342.0,-5.59,-5.59,-116000000.0,-116000000.0,0.0,-116000000.0,-116000000.0,-116000000.0,-39000000.0,-155000000.0,75100000.0,-73500000.0,73500000.0,-156600000.0,721600000.0,319900000.0,114800000.0,114800000.0,50200000.0,50200000.0,565000000.0,822700000.0,1387700000.0,1387700000.0,2023-06-30
0.0,0.077711,400200000.0,198200000.0,131300000.0,1932800000.0,400200000.0,268900000.0,45600000.0,54000000.0,198200000.0,198200000.0,2136800000.0,,,,,198200000.0,198200000.0,0.0,198200000.0,198200000.0,198200000.0,16700000.0,214900000.0,-121800000.0,45600000.0,54000000.0,213000000.0,204000000.0,-912700000.0,131300000.0,127700000.0,714100000.0,670100000.0,417000000.0,1932800000.0,2349800000.0,2349800000.0,2023-03-31
,,,,,,,,,,,,,20732645.0,20732645.0,41.63,41.63,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.251973,48800000.0,-132700000.0,135700000.0,599200000.0,48800000.0,-86900000.0,-90500000.0,90500000.0,-132700000.0,-132700000.0,1419700000.0,20734375.0,20734375.0,-6.4,-6.4,-132700000.0,-132700000.0,0.0,-132700000.0,-132700000.0,-132700000.0,-44700000.0,-177400000.0,72800000.0,-90500000.0,90500000.0,-159700000.0,820500000.0,310300000.0,135700000.0,135700000.0,94900000.0,94900000.0,660800000.0,599200000.0,1260000000.0,1260000000.0,2024-06-30 00:00:00
