Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
98995000.0,98995000.0,3093008000.0,3347310000.0,3299093000.0,6604949000.0,1827597000.0,3299093000.0,41802000.0,3299441000.0,3447852000.0,3299441000.0,3299441000.0,3101451000.0,,,197990000.0,197990000.0,4094518000.0,223404000.0,2187000.0,,11787000.0,186148000.0,37737000.0,148411000.0,23282000.0,3871114000.0,67410000.0,3161162000.0,4065000.0,3157097000.0,,7578000.0,632611000.0,,0.0,632611000.0,7393959000.0,1695248000.0,34747000.0,,7515000.0,7515000.0,240756000.0,,,131228000.0,348000.0,,1018789000.0,,1018789000.0,67667000.0,951122000.0,,,,,5698711000.0,1032439000.0,,,,2114138000.0,,,,,,20063000.0,1301519000.0,,,1230552000.0,1018052000.0,212500000.0,,2024-03-31
98995000.0,98995000.0,3315003000.0,3552305000.0,3260125000.0,6780543000.0,1823449000.0,3260125000.0,32309000.0,3260547000.0,3424587000.0,3260547000.0,3260547000.0,3062557000.0,,,197990000.0,197990000.0,5196708000.0,226776000.0,2187000.0,,9431000.0,195621000.0,31581000.0,164040000.0,19537000.0,4969932000.0,75376000.0,3356684000.0,728000.0,3355956000.0,,12341000.0,1458186000.0,,0.0,1458186000.0,8457255000.0,1663874000.0,21298000.0,,8501000.0,8501000.0,160896000.0,,,133359000.0,422000.0,,983346000.0,,983346000.0,8821000.0,974525000.0,,,,,6793381000.0,1059094000.0,,,,2260611000.0,,,,,,8540000.0,2116512000.0,,,1348624000.0,1143631000.0,204993000.0,,2023-09-30
98995000.0,98995000.0,4087706000.0,4249885000.0,3281571000.0,7497220000.0,1665726000.0,3281571000.0,34451000.0,3281786000.0,3462255000.0,3281786000.0,3281786000.0,3083967000.0,2385174000.0,74738000.0,197990000.0,197990000.0,5157191000.0,266899000.0,2189000.0,19537000.0,32939000.0,212234000.0,31765000.0,180469000.0,19537000.0,4890292000.0,1391000.0,4037651000.0,2686000.0,4034965000.0,7044000.0,24829000.0,818230000.0,73741000.0,101661000.0,642828000.0,8438977000.0,1882959000.0,1000.0,43113000.0,5425000.0,5425000.0,339865000.0,339865000.0,0.0,135489000.0,215000.0,215000.0,980340000.0,-351292000.0,1331632000.0,24097000.0,33766000.0,1060269000.0,151350000.0,62150000.0,0.0,6556018000.0,4000.0,1457000.0,1030655000.0,1107422000.0,2463790000.0,1000.0,992310000.0,735719000.0,735760000.0,49655000.0,1824000.0,1383054000.0,-39909000.0,1422963000.0,518157000.0,390429000.0,127728000.0,127728000.0,2023-03-31
