Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
51226861.0,51226861.0,,1970645000.0,2551273000.0,10961555000.0,699555000.0,2551273000.0,1970645000.0,10961555000.0,10961555000.0,10992748000.0,31193000.0,10961555000.0,10859101000.0,,,102454000.0,102454000.0,4557878000.0,2099136000.0,,,750506000.0,1190678000.0,1190678000.0,0.0,157952000.0,2458742000.0,240079000.0,,779967000.0,779967000.0,0.0,,104759000.0,1157149000.0,,162751000.0,994398000.0,15550626000.0,12392329000.0,4433000.0,,76358000.0,265186000.0,265186000.0,8410282000.0,3863445000.0,4546837000.0,3360340000.0,,3360340000.0,3360340000.0,,,,,3158297000.0,202800000.0,,,386936000.0,,,,1262812000.0,,,1305749000.0,679566000.0,626183000.0,,,2024-03-31,
51220706.0,51220706.0,,2311239000.0,2148675000.0,10905346000.0,522975000.0,2148675000.0,1870890000.0,10464997000.0,10464997000.0,10493665000.0,28668000.0,10464997000.0,10362556000.0,,,102441000.0,102441000.0,4597708000.0,2093539000.0,,,754785000.0,1192133000.0,1192133000.0,0.0,146621000.0,2504169000.0,243048000.0,,1119106000.0,678757000.0,440349000.0,,114392000.0,894121000.0,,82241000.0,811880000.0,15091373000.0,12064229000.0,5510000.0,,72730000.0,217358000.0,217358000.0,8316322000.0,3769485000.0,4546837000.0,3166436000.0,,3166436000.0,3166436000.0,,,,,3027144000.0,208626000.0,,,435806000.0,,,,1229019000.0,,,1153693000.0,644390000.0,509303000.0,,,2023-09-30,
51210664.0,51210664.0,102191000.0,2663845000.0,1586984000.0,10672846000.0,377635000.0,1586984000.0,1873322000.0,9882323000.0,10168465000.0,9907108000.0,24785000.0,9882323000.0,73474000.0,7823564000.0,1565808000.0,102421000.0,102421000.0,5108982000.0,2459273000.0,130202000.0,5495000.0,782421000.0,1541155000.0,1255013000.0,286142000.0,130202000.0,2649709000.0,195635000.0,93470000.0,1122690000.0,618309000.0,504381000.0,207084000.0,95866000.0,1057110000.0,116291000.0,93470000.0,940819000.0,15016090000.0,11988746000.0,5406000.0,161313000.0,68965000.0,18519000.0,18519000.0,8295339000.0,3748502000.0,4546837000.0,3106453000.0,-1280791000.0,4387244000.0,2475874000.0,794799000.0,1013031000.0,103540000.0,0.0,3027344000.0,159435000.0,121861000.0,257314000.0,445913000.0,1475000.0,444438000.0,42681000.0,1218876000.0,-199865000.0,1418741000.0,940699000.0,252367000.0,688332000.0,198825000.0,489507000.0,2023-03-31,
