Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Hedging Assets Current
1006233990.0,1006233990.0,3556000000.0,8042000000.0,119525000000.0,205981000000.0,61595000000.0,119525000000.0,356000000.0,198295000000.0,198295000000.0,221016000000.0,22721000000.0,198295000000.0,197289000000.0,,,1006000000.0,1006000000.0,71792000000.0,18373000000.0,18000000.0,,,4465000000.0,251000000.0,251000000.0,,3097000000.0,53419000000.0,2780000000.0,,7791000000.0,105000000.0,7686000000.0,3948000000.0,24987000000.0,,,3720000000.0,21267000000.0,292808000000.0,177794000000.0,1969000000.0,,16442000000.0,,6095000000.0,,6095000000.0,,4162000000.0,4162000000.0,,,78770000000.0,26110000000.0,52660000000.0,69148000000.0,,69148000000.0,11115000000.0,58033000000.0,,,,,115014000000.0,7413000000.0,816000000.0,,,34419000000.0,,,,,15000000.0,,52202000000.0,,,20149000000.0,16019000000.0,4130000000.0,,2024-03-31,,
1012204139.0,1012204139.0,,1919000000.0,128739000000.0,188828000000.0,55718000000.0,128739000000.0,419000000.0,187328000000.0,187328000000.0,209409000000.0,22081000000.0,187328000000.0,186316000000.0,,,1012000000.0,1012000000.0,49385000000.0,5755000000.0,13000000.0,,,1819000000.0,307000000.0,307000000.0,0.0,3092000000.0,43630000000.0,2573000000.0,,1612000000.0,112000000.0,1500000000.0,3784000000.0,21321000000.0,,,4963000000.0,16358000000.0,258794000000.0,159446000000.0,1895000000.0,,16915000000.0,,6785000000.0,,6785000000.0,,4493000000.0,4493000000.0,,,58589000000.0,10545000000.0,48044000000.0,69366000000.0,,69366000000.0,12200000000.0,57166000000.0,,,,,99348000000.0,6892000000.0,66000000.0,,,33039000000.0,,,,,24000000.0,,39152000000.0,,,20175000000.0,16712000000.0,3463000000.0,,2023-09-30,,
1012204139.0,1012204139.0,6754000000.0,11949000000.0,116209000000.0,186790000000.0,44857000000.0,116209000000.0,317000000.0,175158000000.0,175158000000.0,196883000000.0,21725000000.0,175158000000.0,174146000000.0,171898000000.0,12000000.0,1012000000.0,1012000000.0,60681000000.0,5374000000.0,,2718000000.0,295000000.0,1944000000.0,198000000.0,198000000.0,0.0,2718000000.0,55307000000.0,510000000.0,1568000000.0,11751000000.0,119000000.0,11632000000.0,3654000000.0,23988000000.0,2690000000.0,48000000.0,1568000000.0,21250000000.0,257564000000.0,157400000000.0,181000000.0,3567000000.0,12624000000.0,1827000000.0,6155000000.0,2686000000.0,2837000000.0,632000000.0,5810000000.0,4166000000.0,410000000.0,1234000000.0,58949000000.0,10905000000.0,48044000000.0,68267000000.0,-45026000000.0,113293000000.0,11302000000.0,56965000000.0,74985000000.0,20748000000.0,6258000000.0,0.0,100164000000.0,186000000.0,82000000.0,48000000.0,7296000000.0,34133000000.0,2283000000.0,15459000000.0,4597000000.0,11794000000.0,1542000000.0,643000000.0,44168000000.0,-250000000.0,44418000000.0,12066000000.0,7188000000.0,4878000000.0,4878000000.0,2023-03-31,,
