Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Selling General And Administration,General And Administrative Expense
0.0,0.4,-313048000.0,,,-322282000.0,7000.0,25083000.0,-313048000.0,-313055000.0,-322282000.0,-322282000.0,326620000.0,,,,,-322282000.0,-322282000.0,0.0,-322282000.0,-322282000.0,-322282000.0,31199000.0,-291083000.0,21972000.0,,-313055000.0,301537000.0,301530000.0,7000.0,7000.0,-11518000.0,25083000.0,13565000.0,13565000.0,2024-03-31,,
0.0,0.3,-112274000.0,,,-150080000.0,7000.0,6472000.0,-112274000.0,-112281000.0,-150080000.0,-150080000.0,117535000.0,10954745.0,10954745.0,-13.7,-13.7,-150080000.0,-150080000.0,0.0,-150080000.0,-150080000.0,-150080000.0,40888000.0,-109192000.0,3089000.0,,-112281000.0,111063000.0,111056000.0,7000.0,7000.0,-1218000.0,6472000.0,5254000.0,5254000.0,2023-12-31,,
0.0,0.3,1453000.0,,,-10298000.0,7000.0,1396000.0,1453000.0,1446000.0,-10298000.0,-10298000.0,3628000.0,10955319.0,10955319.0,-0.94,-0.94,-10298000.0,-10298000.0,0.0,-10298000.0,-10298000.0,-10298000.0,15436000.0,5138000.0,3735000.0,,1446000.0,2232000.0,2225000.0,7000.0,7000.0,3678000.0,1396000.0,5074000.0,5074000.0,2023-09-30,,
0.0,0.3,1152000.0,0.0,0.0,-21635000.0,7000.0,418000.0,1152000.0,1145000.0,-21635000.0,-21635000.0,3861000.0,10982234.0,10982234.0,-1.97,-1.97,-21635000.0,-21635000.0,0.0,-21635000.0,-21635000.0,-21635000.0,22762000.0,1127000.0,,0.0,1145000.0,3443000.0,3436000.0,7000.0,7000.0,4588000.0,418000.0,5006000.0,5006000.0,2023-06-30,,
0.0,0.3,-673805000.0,,,-102628000.0,1000.0,23098000.0,-673805000.0,-673806000.0,-102628000.0,-102628000.0,333575000.0,,,,,-102628000.0,-102628000.0,0.0,-102628000.0,-102627000.0,-102627000.0,-164050000.0,-266677000.0,412136000.0,,-673806000.0,310477000.0,299142000.0,1000.0,1000.0,-363329000.0,23098000.0,-340231000.0,-340231000.0,2023-03-31,,
,,,,,,,,,,,,,10958561.0,10958561.0,18.34,18.34,,,,,,,,,123033000.0,,,,,,,,,,,2022-12-31,,
0.0,0.237824,-2714649000.0,,,-2069047000.0,4000.0,2326000.0,-2714649000.0,-2714653000.0,-2069047000.0,-2069047000.0,2719695000.0,10947339.0,10947339.0,-189.0,-189.0,-2069047000.0,-2069047000.0,0.0,-2069047000.0,-2069047000.0,-2069047000.0,-645610000.0,-2714657000.0,,,-2714653000.0,2717369000.0,2717365000.0,4000.0,4000.0,2716000.0,2326000.0,5042000.0,5042000.0,2024-06-30 00:00:00,,
