Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
18650318.0,18650318.0,340200000.0,404400000.0,840900000.0,1359300000.0,483300000.0,840900000.0,33000000.0,987900000.0,1138000000.0,987900000.0,987900000.0,801400000.0,,,186500000.0,186500000.0,1454900000.0,159700000.0,2400000.0,,155100000.0,5000000.0,150100000.0,2200000.0,1295200000.0,74300000.0,249300000.0,28000000.0,221300000.0,118600000.0,718700000.0,,,,718700000.0,2442800000.0,664300000.0,16800000.0,,19500000.0,23200000.0,23200000.0,147000000.0,147000000.0,424700000.0,,424700000.0,300000.0,424400000.0,,,,,1778500000.0,185400000.0,,,551300000.0,,,,,627500000.0,,,414300000.0,383100000.0,31200000.0,,,2024-03-31,
18650318.0,18650318.0,80300000.0,152000000.0,845700000.0,1111300000.0,614100000.0,845700000.0,39600000.0,998900000.0,1073800000.0,998900000.0,998900000.0,812400000.0,,,186500000.0,186500000.0,1129700000.0,103800000.0,1800000.0,,89400000.0,14500000.0,74900000.0,12600000.0,1025900000.0,98300000.0,62600000.0,25100000.0,37500000.0,85600000.0,626000000.0,,,0.0,626000000.0,2128600000.0,488600000.0,7800000.0,,10800000.0,27400000.0,27400000.0,153200000.0,153200000.0,266700000.0,,266700000.0,10900000.0,255800000.0,,,,,1640000000.0,149800000.0,,,519800000.0,,,,,551800000.0,,,418600000.0,386500000.0,32100000.0,,,2023-09-30,
18650318.0,18650318.0,3600000.0,136600000.0,872600000.0,1112400000.0,451800000.0,872600000.0,42200000.0,1018000000.0,1079900000.0,1018000000.0,1018000000.0,-100000.0,631100000.0,152500000.0,186500000.0,186500000.0,1194300000.0,103200000.0,2600000.0,0.0,89600000.0,27700000.0,61900000.0,11000000.0,1091100000.0,174800000.0,47000000.0,14500000.0,32500000.0,78000000.0,700900000.0,15500000.0,3500000.0,0.0,681900000.0,2212300000.0,669400000.0,100000.0,264500000.0,11800000.0,11000000.0,11000000.0,145400000.0,145400000.0,228000000.0,-514700000.0,742700000.0,17700000.0,214100000.0,353500000.0,155000000.0,2400000.0,0.0,1542900000.0,136100000.0,3500000.0,152800000.0,619400000.0,368300000.0,0.0,251100000.0,71700000.0,464500000.0,-31500000.0,496000000.0,231000000.0,140200000.0,90800000.0,2700000.0,88100000.0,2023-03-31,
