Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
211251719.0,211251719.0,11237100000.0,13630000000.0,28548100000.0,40154700000.0,19803300000.0,28548100000.0,2040600000.0,28565300000.0,29581000000.0,31295000000.0,2729700000.0,28565300000.0,26452800000.0,,,2112500000.0,2112500000.0,19742900000.0,2790300000.0,200000.0,97000000.0,,9500000.0,2683600000.0,1667900000.0,1015700000.0,,16952600000.0,322200000.0,,10946400000.0,372700000.0,10573700000.0,280500000.0,1867900000.0,,1207200000.0,660700000.0,51037900000.0,14282000000.0,3118700000.0,,4295400000.0,926500000.0,,926500000.0,340900000.0,159200000.0,17200000.0,2600000.0,14600000.0,5421100000.0,,5421100000.0,71000000.0,5350100000.0,,,,,36755900000.0,77900000.0,55500000.0,,,,330200000.0,,,,22912300000.0,322100000.0,557800000.0,,,12500100000.0,12147800000.0,352300000.0,,2024-03-31
211251719.0,211251719.0,11459500000.0,16097200000.0,27286200000.0,44909100000.0,18848200000.0,27286200000.0,2085700000.0,30897600000.0,32110300000.0,33142700000.0,2245100000.0,30897600000.0,28785100000.0,,,2112500000.0,2112500000.0,22518300000.0,2990800000.0,,,,2400000.0,2925400000.0,1712700000.0,1212700000.0,63000000.0,19527500000.0,160000000.0,,13171800000.0,373000000.0,12798800000.0,354400000.0,1945600000.0,,1146200000.0,799400000.0,55661000000.0,17285300000.0,3029600000.0,,3728300000.0,636600000.0,,636600000.0,330900000.0,157700000.0,3611400000.0,3100000.0,3608300000.0,5787800000.0,,5787800000.0,63200000.0,5724600000.0,,,,,38375700000.0,126800000.0,1103800000.0,,,,343900000.0,,,,22918900000.0,328600000.0,633400000.0,,,12920300000.0,10368300000.0,2552000000.0,,2023-09-30
211251719.0,211251719.0,15278000000.0,18400600000.0,28566900000.0,48163500000.0,15291800000.0,28566900000.0,2415600000.0,32178500000.0,33493200000.0,33759600000.0,1581100000.0,32178500000.0,30066000000.0,6573100000.0,23228600000.0,2112500000.0,2112500000.0,24769500000.0,3433400000.0,,70300000.0,0.0,71800000.0,3291300000.0,1976600000.0,1314700000.0,70300000.0,21336100000.0,80800000.0,1102800000.0,15109300000.0,439000000.0,14670300000.0,308500000.0,1937000000.0,1031900000.0,1102800000.0,905100000.0,58529100000.0,21901200000.0,3029200000.0,293600000.0,3728300000.0,4096000000.0,3982000000.0,114000000.0,351200000.0,552100000.0,3611600000.0,3600000.0,3608000000.0,6228700000.0,-9840300000.0,16069000000.0,64000000.0,6164600000.0,8094100000.0,6551700000.0,1359200000.0,0.0,36627900000.0,100000.0,1103800000.0,1500000.0,900000.0,10560200000.0,308000000.0,67800000.0,16200000.0,224000000.0,23054700000.0,313900000.0,572400000.0,-789500000.0,1361900000.0,712400000.0,5400000.0,707000000.0,707000000.0,2023-03-31
