Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,271042000.0,0.0,0.0,35221000.0,31551000.0,347985000.0,271042000.0,239491000.0,-78541000.0,78541000.0,35221000.0,35221000.0,671973000.0,,,,,35221000.0,35221000.0,0.0,35221000.0,-10552000.0,45773000.0,45773000.0,115177000.0,160950000.0,38376000.0,0.0,-78541000.0,78541000.0,192903000.0,323988000.0,292437000.0,31551000.0,31551000.0,,,516891000.0,347985000.0,864876000.0,864876000.0,2024-03-31
0.0,0.24512,178475000.0,0.0,0.0,60132000.0,28586000.0,308266000.0,178475000.0,149889000.0,-68068000.0,68068000.0,60132000.0,60132000.0,593522000.0,52288696.0,52288696.0,1.15,1.15,60132000.0,60132000.0,0.0,60132000.0,-1633000.0,61765000.0,61765000.0,20056000.0,81821000.0,69963000.0,0.0,-68068000.0,68068000.0,74663000.0,285256000.0,256670000.0,28586000.0,28586000.0,,,359919000.0,308266000.0,668185000.0,668185000.0,2023-12-31
0.0,0.097811,212227000.0,0.0,0.0,103223000.0,28248000.0,358892000.0,212227000.0,183979000.0,-69473000.0,69473000.0,103223000.0,103223000.0,614515000.0,52132828.0,52132828.0,1.98,1.98,103223000.0,103223000.0,0.0,103223000.0,-83000.0,103306000.0,103306000.0,11200000.0,114506000.0,5615000.0,0.0,-69473000.0,69473000.0,150484000.0,255623000.0,,28248000.0,28248000.0,227375000.0,227375000.0,406107000.0,358892000.0,764999000.0,764999000.0,2023-09-30
0.0,0.3,85759000.0,0.0,0.0,-12846000.0,25808000.0,322059000.0,85759000.0,59951000.0,-54108000.0,54108000.0,-12846000.0,-12846000.0,598177000.0,61171429.0,61171429.0,-0.21,-0.21,-12846000.0,-12846000.0,0.0,-12846000.0,-1744000.0,-11102000.0,-11102000.0,16945000.0,5843000.0,65488000.0,0.0,-54108000.0,54108000.0,-18960000.0,276118000.0,,25808000.0,25808000.0,250310000.0,250310000.0,257158000.0,322059000.0,579217000.0,579217000.0,2023-06-30
-2317133.523358,0.164382,102352000.0,-14096000.0,-14096000.0,130251000.0,35127000.0,753851000.0,88256000.0,53129000.0,248793000.0,-104394000.0,142029866.476642,130251000.0,622470000.0,,,,,130251000.0,130251000.0,0.0,130251000.0,-1378000.0,131629000.0,131629000.0,25894000.0,157523000.0,-160616000.0,-14096000.0,248793000.0,-104394000.0,62734000.0,-131381000.0,,35127000.0,35127000.0,-348850000.0,-423402000.0,-68647000.0,753851000.0,685204000.0,685204000.0,2023-03-31
,,,,,,,,,,,,,,,47440000.0,47440000.0,0.05,0.05,,,,,,,,,,,,,,,,205355000.0,,,205355000.0,205355000.0,,,,,2022-12-31
0.0,0.263375,302708000.0,0.0,0.0,123899000.0,25510000.0,291041000.0,302708000.0,277198000.0,-101889000.0,101889000.0,123899000.0,123899000.0,524087000.0,52278059.0,52278059.0,2.37,2.37,123899000.0,123899000.0,0.0,123899000.0,-5238000.0,129137000.0,129137000.0,46172000.0,175309000.0,59851000.0,0.0,-101889000.0,101889000.0,183965000.0,233046000.0,207536000.0,25510000.0,25510000.0,,,417011000.0,291041000.0,708052000.0,708052000.0,2024-06-30 00:00:00
