Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Cash Equivalents
16948060.0,16948060.0,,0.0,5332534000.0,5365621000.0,3439239000.0,5332534000.0,5365621000.0,5365621000.0,5365621000.0,5365621000.0,5280881000.0,,,84740000.0,84740000.0,707693000.0,108387000.0,50580000.0,,24572000.0,0.0,0.0,33235000.0,599306000.0,157347000.0,0.0,0.0,15430000.0,416513000.0,,28133000.0,388380000.0,6073314000.0,2034769000.0,247539000.0,,0.0,,,0.0,33087000.0,,1733744000.0,,1733744000.0,16465000.0,1717279000.0,,,,,4038545000.0,224665000.0,,,1451201000.0,,,,,,,1620752000.0,741927000.0,631100000.0,110827000.0,,2024-03-31,,,
16948060.0,16948060.0,,0.0,4716000000.0,4716000000.0,3022648000.0,4716000000.0,4716000000.0,4716000000.0,4716000000.0,4716000000.0,4631260000.0,,,84740000.0,84740000.0,919193000.0,171999000.0,45734000.0,,100527000.0,0.0,0.0,25738000.0,747194000.0,141526000.0,0.0,0.0,16980000.0,535128000.0,,51263000.0,483865000.0,5635193000.0,1865351000.0,15366000.0,,11414000.0,11414000.0,,,,,1819233000.0,,1819233000.0,120003000.0,1699230000.0,,,,,3769842000.0,265038000.0,,,1475525000.0,,,,,,,1298985000.0,730294000.0,640899000.0,89395000.0,,2023-09-30,,,
16948060.0,16948060.0,428741000.0,469298000.0,4085716000.0,4589225000.0,2411768000.0,4085716000.0,4119927000.0,4125692000.0,4119927000.0,4119927000.0,4035954000.0,3462240000.0,502350000.0,84740000.0,84740000.0,1260966000.0,181165000.0,4516000.0,45357000.0,99789000.0,5765000.0,5765000.0,25738000.0,1079801000.0,2501000.0,463533000.0,463533000.0,11601000.0,557189000.0,86309000.0,72424000.0,398456000.0,5380893000.0,1889324000.0,1000.0,19134000.0,11414000.0,11414000.0,11414000.0,,34211000.0,34211000.0,1824564000.0,-1485229000.0,3309793000.0,140847000.0,1717929000.0,2396011000.0,509918000.0,263017000.0,0.0,3491569000.0,1788000.0,3264000.0,135542000.0,1598245000.0,3888000.0,465684000.0,77400000.0,1051273000.0,2114000.0,228205000.0,1258483000.0,263928000.0,223371000.0,40557000.0,40557000.0,2023-03-31,,,
16948060.0,16948060.0,,66691000.0,5958076000.0,6056873000.0,4224428000.0,5958076000.0,5990182000.0,5990182000.0,5990182000.0,5990182000.0,5905442000.0,,,84740000.0,84740000.0,1019502000.0,121396000.0,64788000.0,,8571000.0,0.0,0.0,48037000.0,898106000.0,215248000.0,66691000.0,66691000.0,21284000.0,563597000.0,,53264000.0,510333000.0,7009684000.0,1887150000.0,10364000.0,,0.0,,,0.0,32106000.0,,1823254000.0,,1823254000.0,125490000.0,1697764000.0,,,,,5122534000.0,871784000.0,,,1713052000.0,,,,,,,1778410000.0,759288000.0,324180000.0,435108000.0,,2024-09-30 00:00:00,,,
