Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,238708000.0,,,166250000.0,52297000.0,266684000.0,238708000.0,186411000.0,-44489000.0,44489000.0,166250000.0,166250000.0,636544000.0,34984000.0,,,,,166250000.0,166250000.0,0.0,166250000.0,-668000.0,166918000.0,166918000.0,-9877000.0,141922000.0,60911000.0,,,-44489000.0,44489000.0,125500000.0,369860000.0,282579000.0,52297000.0,52297000.0,34984000.0,495360000.0,266684000.0,762044000.0,762044000.0,2024-03-31
0.0,0.266058,294309000.0,,,153544000.0,49878000.0,266058000.0,294309000.0,244431000.0,-46632000.0,46632000.0,153544000.0,153544000.0,621706000.0,40931000.0,27418571.0,27418571.0,5.6,5.6,153544000.0,153544000.0,0.0,153544000.0,-3786000.0,157330000.0,157330000.0,52626000.0,197799000.0,46993000.0,,,-46632000.0,46632000.0,197438000.0,355648000.0,264839000.0,49878000.0,49878000.0,40931000.0,553086000.0,266058000.0,819144000.0,819144000.0,2023-12-31
0.0,0.216198,189364000.0,0.0,0.0,68168000.0,48862000.0,244861000.0,189364000.0,140502000.0,-45233000.0,45233000.0,68168000.0,68168000.0,560235000.0,28670000.0,27376707.0,27376707.0,2.49,2.49,68168000.0,68168000.0,0.0,68168000.0,-8520000.0,76688000.0,76688000.0,20597000.0,95269000.0,34701000.0,0.0,,-45233000.0,45233000.0,105801000.0,315374000.0,237842000.0,48862000.0,48862000.0,28670000.0,421175000.0,244861000.0,666036000.0,666036000.0,2023-09-30
2994163.811437,0.24684,217089000.0,12130000.0,12130000.0,96942000.0,47580000.0,240287000.0,229219000.0,181639000.0,-46215000.0,46215000.0,87806163.811437,96942000.0,555524000.0,30354000.0,27462323.0,27462323.0,3.53,3.53,96942000.0,96942000.0,0.0,96942000.0,-10357000.0,107299000.0,107299000.0,33428000.0,135424000.0,36152000.0,12130000.0,-12130000.0,-46215000.0,46215000.0,133357000.0,315237000.0,237303000.0,47580000.0,47580000.0,30354000.0,448594000.0,240287000.0,688881000.0,688881000.0,2023-06-30
-1802.886336,0.257555,258060000.0,-7000.0,-7000.0,126837000.0,48328000.0,225962000.0,258053000.0,209725000.0,-5440000.0,47651000.0,126842197.113664,126837000.0,554969000.0,34180000.0,,,,,126837000.0,126837000.0,0.0,126837000.0,-4409000.0,131246000.0,131246000.0,41743000.0,162074000.0,-12576000.0,-7000.0,,-5440000.0,47651000.0,170489000.0,329007000.0,113289000.0,48328000.0,47399000.0,34180000.0,499496000.0,225962000.0,725458000.0,725458000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,,27442505.0,27442505.0,5.27,5.27,,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.27148,212912000.0,,,88038000.0,53133000.0,278728000.0,212912000.0,159779000.0,-42761000.0,42761000.0,88038000.0,88038000.0,616814000.0,31076000.0,27426168.0,27426168.0,3.21,3.21,88038000.0,88038000.0,0.0,88038000.0,841000.0,87197000.0,87197000.0,31768000.0,117018000.0,46508000.0,,,-42761000.0,42761000.0,113271000.0,338086000.0,253877000.0,53133000.0,53133000.0,31076000.0,451357000.0,278728000.0,730085000.0,730085000.0,2024-06-30 00:00:00
