Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
465799010.0,465799010.0,20517500000.0,29142200000.0,75391800000.0,104328700000.0,7326500000.0,75391800000.0,208500000.0,75395000000.0,91050900000.0,75395000000.0,75395000000.0,70737000000.0,,,4658000000.0,4658000000.0,45604000000.0,16441900000.0,700000.0,,10900000.0,15838300000.0,182400000.0,15655900000.0,574200000.0,29162100000.0,710900000.0,13303900000.0,26100000.0,13277800000.0,,102400000.0,13354600000.0,,,13354600000.0,120999000000.0,84510400000.0,1637500000.0,,,,177700000.0,177700000.0,,6523700000.0,,3200000.0,3200000.0,70456000000.0,,70456000000.0,421300000.0,70034700000.0,,,,,36488600000.0,2425800000.0,0.0,,,1741200000.0,23600000.0,,14109000000.0,,,18189000000.0,9772800000.0,8416200000.0,,,2024-03-31
465799010.0,465799010.0,21143700000.0,22924500000.0,71160600000.0,93875800000.0,-1232700000.0,71160600000.0,209300000.0,71160600000.0,84543200000.0,71160600000.0,71160600000.0,66502600000.0,,,4658000000.0,4658000000.0,39345100000.0,14146400000.0,600000.0,,9800000.0,13570100000.0,187500000.0,13382600000.0,552800000.0,25198700000.0,1524900000.0,9354400000.0,21800000.0,9332600000.0,,128600000.0,11893100000.0,,,11893100000.0,110505700000.0,86539700000.0,1507400000.0,,,0.0,145100000.0,145100000.0,,6566900000.0,,0.0,,72712300000.0,,72712300000.0,1012900000.0,71699400000.0,,,,,23966000000.0,2918700000.0,0.0,,,1806200000.0,20200000.0,0.0,9707200000.0,,,9513700000.0,7942200000.0,1571500000.0,,,2023-09-30
465799010.0,465799010.0,22654900000.0,26045800000.0,69023300000.0,94852700000.0,-1018500000.0,69023300000.0,216400000.0,69023300000.0,85614800000.0,69023300000.0,69023300000.0,59056400000.0,5108600000.0,5217700000.0,4658000000.0,4658000000.0,45406500000.0,17484300000.0,600000.0,673300000.0,9800000.0,16787500000.0,196000000.0,16591500000.0,673300000.0,27922200000.0,544400000.0,9258300000.0,20400000.0,9237900000.0,2051900000.0,166300000.0,14481500000.0,551100000.0,1500000.0,13928900000.0,114429800000.0,87526100000.0,75600000.0,842300000.0,185900000.0,0.0,44100000.0,700000.0,43400000.0,6064100000.0,6064100000.0,0.0,,74368700000.0,-57857700000.0,132226400000.0,335100000.0,74033600000.0,131648100000.0,201300000.0,41900000.0,0.0,26903700000.0,22200000.0,0.0,161600000.0,1465000000.0,1500100000.0,5771800000.0,741300000.0,10181500000.0,-3155500000.0,13337000000.0,7060200000.0,3885700000.0,3174500000.0,2448800000.0,725700000.0,2023-03-31
