Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
35217379.0,35217379.0,,1329610000.0,5346200000.0,10492760000.0,3419550000.0,5346200000.0,247240000.0,9410390000.0,9619480000.0,9439150000.0,28760000.0,9410390000.0,9234300000.0,,,176090000.0,176090000.0,3295070000.0,497040000.0,386460000.0,177370000.0,209090000.0,110580000.0,2798030000.0,140410000.0,,943150000.0,69870000.0,873280000.0,,3670000.0,1533580000.0,,16370000.0,1517210000.0,12734220000.0,6516640000.0,10110000.0,,828550000.0,255320000.0,255320000.0,,,,4064190000.0,739010000.0,3325180000.0,1176460000.0,,1176460000.0,0.0,1176460000.0,,,,,6217580000.0,142290000.0,,,1761410000.0,,,,,6030000.0,2601460000.0,,,1706390000.0,497960000.0,1208430000.0,,,2024-03-31
35217379.0,35217379.0,545670000.0,1544910000.0,4300690000.0,9650030000.0,2062480000.0,4300690000.0,368810000.0,8473930000.0,8573430000.0,8527400000.0,53470000.0,8473930000.0,8297840000.0,,,176090000.0,176090000.0,2802730000.0,497920000.0,402990000.0,303490000.0,99500000.0,94930000.0,2304810000.0,63850000.0,,1141920000.0,65320000.0,1076600000.0,,38250000.0,830620000.0,,23910000.0,806710000.0,11330130000.0,6962840000.0,223570000.0,,979990000.0,270800000.0,270800000.0,,,,4173240000.0,816000000.0,3357240000.0,1315240000.0,,1315240000.0,10520000.0,1304720000.0,,,,,4367290000.0,167890000.0,,,1676780000.0,,,,,,1370570000.0,,,1152050000.0,521620000.0,630430000.0,,,2023-09-30
35156336.0,35156336.0,499500000.0,1515540000.0,4683790000.0,10224190000.0,2882510000.0,4683790000.0,247510000.0,8956160000.0,9211250000.0,9039710000.0,83550000.0,8956160000.0,23130000.0,2203060000.0,6641850000.0,175780000.0,175780000.0,3161300000.0,516620000.0,422170000.0,167080000.0,255090000.0,94450000.0,2644680000.0,1400000.0,118450000.0,1093370000.0,80430000.0,1012940000.0,170200000.0,38690000.0,1175050000.0,97030000.0,118450000.0,1078020000.0,12201010000.0,6673820000.0,-40000.0,36670000.0,913930000.0,208920000.0,56400000.0,152520000.0,0.0,0.0,4272370000.0,915130000.0,3357240000.0,1205290000.0,-915200000.0,2120490000.0,10110000.0,17170000.0,1047600000.0,868650000.0,176960000.0,0.0,5527190000.0,119070000.0,0.0,149650000.0,1561990000.0,1106080000.0,9920000.0,445990000.0,7910000.0,3280000.0,2652850000.0,-373850000.0,3026700000.0,1151510000.0,382980000.0,768530000.0,151360000.0,617170000.0,2023-03-31
