Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
92040120.0,92040120.0,858705000.0,957922000.0,3771146000.0,4734588000.0,1385834000.0,3771146000.0,0.0,3776666000.0,4044406000.0,3776654000.0,-12000.0,3776666000.0,3684626000.0,,,,92040000.0,92040000.0,1887511000.0,341665000.0,73925000.0,267740000.0,0.0,267740000.0,1545846000.0,8946000.0,690182000.0,0.0,690182000.0,,25645000.0,547123000.0,,,74200000.0,472923000.0,5664165000.0,2732485000.0,124646000.0,,,13050000.0,13050000.0,,885116000.0,,,,5520000.0,,1704153000.0,,1704153000.0,26018000.0,1678135000.0,,,,,2931680000.0,202467000.0,,,705743000.0,,,,,1779455000.0,,,244015000.0,144798000.0,99217000.0,,2024-03-31
92027700.0,92027700.0,811077000.0,945871000.0,3634818000.0,4587301000.0,1358741000.0,3634818000.0,0.0,3641430000.0,3921113000.0,3641421000.0,-9000.0,3641430000.0,3549402000.0,,,,92028000.0,92028000.0,1843290000.0,350993000.0,71310000.0,279683000.0,0.0,279683000.0,1492297000.0,10920000.0,666188000.0,0.0,666188000.0,,29161000.0,506055000.0,,,88437000.0,417618000.0,5484711000.0,2633673000.0,135621000.0,,,11929000.0,11929000.0,,795857000.0,,795857000.0,,6612000.0,,1683654000.0,,1683654000.0,32911000.0,1650743000.0,,,,,2851038000.0,203151000.0,,,596365000.0,,,,,1775671000.0,,,275851000.0,141057000.0,134794000.0,,2023-09-30
92027700.0,92027700.0,773063000.0,923752000.0,3386719000.0,4292951000.0,1254014000.0,3386719000.0,25224000.0,3394423000.0,3661403000.0,3394414000.0,-9000.0,3394423000.0,650000.0,337716000.0,1932941000.0,355256000.0,92028000.0,92028000.0,1745147000.0,353862000.0,69407000.0,284455000.0,17475000.0,266980000.0,1391285000.0,44349000.0,639297000.0,7749000.0,631548000.0,23919000.0,23919000.0,683720000.0,200798000.0,975000.0,81500000.0,400447000.0,5139561000.0,2494262000.0,142568000.0,14484000.0,128084000.0,6500000.0,3724000.0,2776000.0,697162000.0,305245000.0,697162000.0,391917000.0,7704000.0,7704000.0,1640328000.0,-572871000.0,2213199000.0,26001000.0,52557000.0,1293855000.0,225442000.0,615344000.0,0.0,2645299000.0,10522000.0,63390000.0,304501000.0,689520000.0,318500000.0,124140000.0,246880000.0,1661000.0,1450240000.0,0.0,1450240000.0,125465000.0,112623000.0,125465000.0,125465000.0,2023-03-31
