Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Rent And Landing Fees,Total Revenue,Operating Revenue,Date
0.0,0.266111,0.0,0.0,1514600000.0,3860300000.0,4088400000.0,7948700000.0,1514600000.0,1514600000.0,173493700.0,173493700.0,8.73,8.73,1514600000.0,1514600000.0,1514600000.0,1514600000.0,,1514600000.0,549200000.0,2063800000.0,0.0,3473600000.0,1238000000.0,335500000.0,5825500000.0,5825500000.0,2024-03-31
0.0,0.251684,0.0,0.0,1499700000.0,3826700000.0,3791600000.0,7618300000.0,1499700000.0,1499700000.0,173576389.0,173576389.0,8.64,8.64,1499700000.0,1499700000.0,1499700000.0,1499700000.0,0.0,1499700000.0,504400000.0,2004100000.0,0.0,3033200000.0,978300000.0,326800000.0,5080100000.0,5080100000.0,2023-12-31
0.0,0.251686,0.0,0.0,1331700000.0,3437000000.0,3436500000.0,6873500000.0,1331700000.0,1331700000.0,173398438.0,173398438.0,7.68,7.68,1331700000.0,1331700000.0,1331700000.0,1331700000.0,0.0,1331700000.0,447900000.0,1779600000.0,0.0,3247600000.0,1192900000.0,297300000.0,4921500000.0,4921500000.0,2023-09-30
0.0,0.251669,0.0,0.0,1322300000.0,3640100000.0,3194800000.0,6834900000.0,1322300000.0,1322300000.0,146759156.0,146759156.0,9.01,9.01,1322300000.0,1322300000.0,1322300000.0,1322300000.0,0.0,1322300000.0,444700000.0,1767000000.0,0.0,2949000000.0,812200000.0,316900000.0,4855600000.0,4855600000.0,2023-06-30
0.0,0.259333,0.0,0.0,1563400000.0,3484400000.0,2880500000.0,6364900000.0,1563400000.0,1563400000.0,173518313.0,173518313.0,9.01,9.01,1563400000.0,1563400000.0,1563400000.0,1563400000.0,,1563400000.0,547400000.0,2110800000.0,0.0,2605600000.0,751200000.0,298200000.0,4747600000.0,4747600000.0,2023-03-31
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.256577,0.0,0.0,1133200000.0,3619700000.0,4700500000.0,8320200000.0,1133200000.0,1133200000.0,173537519.0,173537519.0,6.53,6.53,1133200000.0,1133200000.0,1133200000.0,1133200000.0,0.0,1133200000.0,391100000.0,1524300000.0,0.0,3813800000.0,2044300000.0,,5338100000.0,5338100000.0,2024-06-30 00:00:00
