Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
31105593.0,31105593.0,75394000.0,2166741000.0,2212167000.0,1790883000.0,2166741000.0,41889000.0,2178662000.0,2178662000.0,2178662000.0,2178662000.0,1867606000.0,,,311056000.0,311056000.0,491530000.0,59780000.0,10636000.0,34862000.0,34862000.0,431750000.0,133056000.0,0.0,40532000.0,7027000.0,33505000.0,,39341000.0,206794000.0,,,206794000.0,2670192000.0,447559000.0,1863000.0,,99977000.0,99977000.0,,79250000.0,11921000.0,,253458000.0,,253458000.0,0.0,253458000.0,,,,,2222633000.0,117761000.0,,,,2108000.0,11946000.0,214035000.0,,,1876783000.0,1681417000.0,195366000.0,,,2024-03-31
28473093.0,28473093.0,86789000.0,1627531000.0,1694983000.0,1167390000.0,1627531000.0,44712000.0,1652906000.0,1652906000.0,1652906000.0,1652906000.0,1368175000.0,,,284731000.0,284731000.0,556280000.0,59036000.0,7226000.0,38182000.0,38182000.0,497244000.0,135651000.0,3339000.0,48607000.0,6530000.0,42077000.0,,41749000.0,208434000.0,,,208434000.0,2209186000.0,544552000.0,2005000.0,,161935000.0,161935000.0,,80248000.0,25375000.0,,272356000.0,,272356000.0,0.0,272356000.0,,,,,1664634000.0,87989000.0,,,,2899000.0,927000.0,226994000.0,,,1345825000.0,1132951000.0,212874000.0,,,2023-09-30
28473093.0,28473093.0,17832000.0,1563283000.0,1612787000.0,1111312000.0,1563283000.0,9206000.0,1604161000.0,1604161000.0,1604161000.0,1604161000.0,,1027712000.0,215374000.0,284731000.0,284731000.0,387365000.0,33922000.0,10659000.0,4746000.0,4746000.0,353443000.0,98653000.0,75000.0,13086000.0,4460000.0,8626000.0,31295000.0,31295000.0,253633000.0,53430000.0,1772000.0,198431000.0,1991526000.0,526771000.0,2746000.0,9588000.0,139831000.0,62000000.0,77831000.0,81247000.0,40878000.0,40878000.0,249143000.0,-216235000.0,465378000.0,1218000.0,247925000.0,234743000.0,227189000.0,2228000.0,0.0,1464755000.0,49641000.0,455000.0,5972000.0,52151000.0,56715000.0,628000.0,400234000.0,-52543000.0,452777000.0,949228000.0,807047000.0,142181000.0,8006000.0,134175000.0,2023-03-31
