Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.23382,235671000.0,161241000.0,17539000.0,253155000.0,235671000.0,218132000.0,-7684000.0,7684000.0,161241000.0,161241000.0,566584000.0,,,,,161241000.0,161241000.0,0.0,161241000.0,161241000.0,161241000.0,49207000.0,210448000.0,49849000.0,-7684000.0,7684000.0,168283000.0,313429000.0,227249000.0,17539000.0,17539000.0,481712000.0,253155000.0,734867000.0,734867000.0,2024-03-31
0.0,0.241554,180381000.0,110906000.0,22776000.0,143652000.0,180381000.0,157605000.0,-11377000.0,11377000.0,110906000.0,110906000.0,433065000.0,33405422.0,33405422.0,3.32,3.32,110906000.0,110906000.0,0.0,110906000.0,110906000.0,110906000.0,35322000.0,146228000.0,25156000.0,-11377000.0,11377000.0,132449000.0,289413000.0,199071000.0,22776000.0,22776000.0,421862000.0,143652000.0,565514000.0,565514000.0,2023-12-31
0.0,0.248193,145349000.0,80693000.0,22056000.0,114311000.0,145349000.0,123293000.0,-15961000.0,15961000.0,80693000.0,80693000.0,440973000.0,33440000.0,33440000.0,5.18,5.18,80693000.0,80693000.0,0.0,80693000.0,80693000.0,80693000.0,26639000.0,107332000.0,32837000.0,-15961000.0,15961000.0,90457000.0,326662000.0,240484000.0,22056000.0,22056000.0,417119000.0,114311000.0,531430000.0,531430000.0,2023-09-30
0.0,0.206548,125651000.0,73462000.0,21610000.0,142922000.0,125651000.0,104041000.0,-11457000.0,11457000.0,73462000.0,73462000.0,459831000.0,33391818.0,33391818.0,2.2,2.2,73462000.0,73462000.0,0.0,73462000.0,73461000.0,73461000.0,19123000.0,92584000.0,25548000.0,-11457000.0,11457000.0,78495000.0,316909000.0,233178000.0,21610000.0,21610000.0,395404000.0,142922000.0,538326000.0,538326000.0,2023-06-30
0.0,0.146221,154287000.0,110631000.0,22169000.0,581315000.0,154287000.0,132118000.0,14391000.0,2540000.0,110631000.0,110631000.0,297421000.0,,,,,110631000.0,110631000.0,0.0,110631000.0,110631000.0,110631000.0,18947000.0,129578000.0,-33772000.0,14391000.0,2540000.0,133841000.0,-283894000.0,-92451000.0,22169000.0,20779000.0,-150053000.0,581315000.0,431262000.0,431262000.0,2023-03-31
,,,,,,,,,,,,,33520197.0,33520197.0,2.03,2.03,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.193853,159154000.0,88049000.0,33224000.0,60521000.0,159154000.0,125930000.0,-16708000.0,16708000.0,88049000.0,88049000.0,375855000.0,33478707.0,33478707.0,2.63,2.63,88049000.0,88049000.0,0.0,88049000.0,88049000.0,88049000.0,21173000.0,109222000.0,32079000.0,-16708000.0,16708000.0,93851000.0,315334000.0,211204000.0,33224000.0,33224000.0,409185000.0,60521000.0,469706000.0,469706000.0,2024-06-30 00:00:00
