Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.26128,512452000.0,317349000.0,82264000.0,470670000.0,512452000.0,430188000.0,-595000.0,595000.0,317349000.0,317349000.0,1846168000.0,,,,,317349000.0,317349000.0,0.0,317349000.0,0.0,317349000.0,317349000.0,112244000.0,429593000.0,32709000.0,-595000.0,595000.0,397479000.0,1375498000.0,1193266000.0,82264000.0,82264000.0,,,1772977000.0,470670000.0,2243647000.0,2243647000.0,2024-03-31
0.0,0.25227,511122000.0,314043000.0,84917000.0,214271000.0,511122000.0,426205000.0,-6210000.0,6210000.0,314043000.0,314043000.0,1507467000.0,146066512.0,146066512.0,2.15,2.15,314043000.0,314043000.0,0.0,314043000.0,0.0,314043000.0,314043000.0,105952000.0,419995000.0,20641000.0,-6210000.0,6210000.0,405564000.0,1293196000.0,1103250000.0,84917000.0,84917000.0,294250000.0,294250000.0,1698760000.0,214271000.0,1913031000.0,1913031000.0,2023-12-31
0.0,0.292273,201582000.0,73978000.0,89401000.0,457857000.0,201582000.0,112181000.0,-7652000.0,7652000.0,73978000.0,73978000.0,1745013000.0,147956000.0,145054902.0,0.5,0.51,73978000.0,73978000.0,0.0,73978000.0,0.0,73978000.0,73978000.0,30551000.0,104529000.0,22287000.0,-7652000.0,7652000.0,89894000.0,1287156000.0,1097940000.0,89401000.0,89401000.0,293163000.0,293163000.0,1377050000.0,457857000.0,1834907000.0,1834907000.0,2023-09-30
0.0,0.244271,324620000.0,172536000.0,89595000.0,370400000.0,324620000.0,235025000.0,-6721000.0,6721000.0,172536000.0,172536000.0,1712212000.0,147466667.0,144988235.0,1.17,1.19,172536000.0,172536000.0,0.0,172536000.0,,172536000.0,172536000.0,55768000.0,228304000.0,17697000.0,-6721000.0,6721000.0,217328000.0,1341812000.0,1149698000.0,89595000.0,89595000.0,301918000.0,301918000.0,1559140000.0,370400000.0,1929540000.0,1929540000.0,2023-06-30
0.0,0.238751,406229000.0,244252000.0,89525000.0,485771000.0,406229000.0,316704000.0,35397000.0,-4153000.0,244252000.0,244252000.0,1611903000.0,,,,,244252000.0,244252000.0,0.0,244252000.0,,244252000.0,244252000.0,76605000.0,320857000.0,-38069000.0,35397000.0,-4153000.0,322628000.0,1126132000.0,645381000.0,89525000.0,76148000.0,540872000.0,468922000.0,1448760000.0,485771000.0,1934531000.0,1934531000.0,2023-03-31
,,,,,,,,,,,,,147666667.0,143507042.0,0.69,0.71,,,,,0.0,,,,,,,,,,,,,309212000.0,309212000.0,,,,,2022-12-31
0.0,0.24974,237446000.0,112725000.0,79996000.0,271521000.0,237446000.0,157450000.0,-7202000.0,7202000.0,112725000.0,112725000.0,1632626000.0,148322368.0,148322368.0,0.76,0.76,112725000.0,112725000.0,0.0,112725000.0,0.0,112725000.0,112725000.0,37523000.0,150248000.0,21782000.0,-7202000.0,7202000.0,135668000.0,1361105000.0,878270000.0,79996000.0,79996000.0,305743000.0,305743000.0,1496773000.0,271521000.0,1768294000.0,1768294000.0,2024-06-30 00:00:00
