Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Research And Development,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.26065,1117813000.0,,,683579000.0,162000000.0,1312041000.0,1117813000.0,955813000.0,-31245000.0,31245000.0,683579000.0,683579000.0,2976947000.0,,,,,683579000.0,683579000.0,0.0,683579000.0,,683579000.0,683579000.0,240989000.0,924568000.0,149730000.0,,-31245000.0,31245000.0,803795000.0,1664906000.0,759418000.0,162000000.0,162000000.0,49041000.0,2468701000.0,1312041000.0,3780742000.0,3780742000.0,2024-03-31
0.0,0.259707,1075016000.0,0.0,0.0,650159000.0,162114000.0,1180431000.0,1075016000.0,912902000.0,-34656000.0,34656000.0,650159000.0,650159000.0,2655893000.0,96035303.0,95893658.0,6.77,6.78,650159000.0,650159000.0,0.0,650159000.0,,650159000.0,650159000.0,228087000.0,878246000.0,165676000.0,0.0,-34656000.0,34656000.0,740089000.0,1475462000.0,662239000.0,162114000.0,162114000.0,47084000.0,2215551000.0,1180431000.0,3395982000.0,3395982000.0,2023-12-31
0.0,0.231732,991562000.0,0.0,0.0,621890000.0,159903000.0,1212085000.0,991562000.0,831659000.0,-22189000.0,22189000.0,621890000.0,621890000.0,2690559000.0,96119011.0,95970679.0,6.47,6.48,621890000.0,621890000.0,0.0,621890000.0,0.0,621890000.0,621890000.0,187580000.0,809470000.0,140926000.0,0.0,-22189000.0,22189000.0,682380000.0,1478474000.0,684757000.0,159903000.0,159903000.0,50624000.0,2160854000.0,1212085000.0,3372939000.0,3372939000.0,2023-09-30
0.0,0.245002,1010574000.0,0.0,0.0,626956000.0,155248000.0,1121519000.0,1010574000.0,855326000.0,-24919000.0,24919000.0,626956000.0,626956000.0,2491613000.0,96011639.0,95864832.0,6.53,6.54,626956000.0,626956000.0,0.0,626956000.0,0.0,626956000.0,626956000.0,203451000.0,830407000.0,131149000.0,0.0,-24919000.0,24919000.0,716687000.0,1370094000.0,594538000.0,155248000.0,155248000.0,42853000.0,2086781000.0,1121519000.0,3208300000.0,3208300000.0,2023-06-30
0.0,0.217485,919969000.0,,,588108000.0,147876000.0,2082909000.0,919969000.0,772093000.0,16065000.0,20532000.0,588108000.0,588108000.0,2218997000.0,,,,,588108000.0,588108000.0,0.0,588108000.0,,588108000.0,588108000.0,163453000.0,751561000.0,-247173000.0,,16065000.0,20532000.0,783807000.0,136088000.0,-917376000.0,147876000.0,118682000.0,57727000.0,919895000.0,2082909000.0,3002804000.0,3002804000.0,2023-03-31
,,,,,,,,,,,,,,,96173462.0,95988868.0,5.2,5.21,,,,,0.0,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.248005,1212690000.0,,,740394000.0,196497000.0,1282596000.0,1212690000.0,1016193000.0,-31620000.0,31620000.0,740394000.0,740394000.0,3005101000.0,96030350.0,96030350.0,7.71,7.71,740394000.0,740394000.0,0.0,740394000.0,0.0,740394000.0,740394000.0,244179000.0,984573000.0,169191000.0,,-31620000.0,31620000.0,842663000.0,1722505000.0,776907000.0,196497000.0,196497000.0,41205000.0,2565168000.0,1282596000.0,3847764000.0,3847764000.0,2024-06-30 00:00:00
