Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Insurance And Claims,Total Revenue,Operating Revenue,Date
0.0,0.06797,1691100000.0,331900000.0,285200000.0,7177900000.0,7463100000.0,1691100000.0,1691100000.0,,,,,1691100000.0,1691100000.0,1691100000.0,-339700000.0,2030800000.0,2030800000.0,148100000.0,2178900000.0,10094900000.0,17906100000.0,5221100000.0,331900000.0,331900000.0,8876100000.0,22144100000.0,22144100000.0,2024-03-31
0.0,0.3,1250900000.0,322800000.0,-114800000.0,7270600000.0,7155800000.0,1250900000.0,1250900000.0,899928058.0,899928058.0,1.39,1.39,1250900000.0,1250900000.0,1250900000.0,-271900000.0,1522800000.0,1522800000.0,-631200000.0,891600000.0,8823700000.0,14268200000.0,3945300000.0,322800000.0,322800000.0,6386400000.0,17299700000.0,17299700000.0,2023-12-31
0.0,0.107465,759500000.0,307400000.0,1023800000.0,6619000000.0,7642800000.0,759500000.0,759500000.0,893529412.0,893529412.0,0.85,0.85,759500000.0,759500000.0,759500000.0,-189800000.0,949300000.0,949300000.0,114300000.0,1063600000.0,5823300000.0,12543400000.0,3757400000.0,307400000.0,307400000.0,5781500000.0,15168900000.0,15168900000.0,2023-09-30
0.0,0.3,505400000.0,299200000.0,-521300000.0,6797500000.0,6276200000.0,505400000.0,505400000.0,902500000.0,902500000.0,0.56,0.56,505400000.0,505400000.0,505400000.0,-272100000.0,777500000.0,777500000.0,-537700000.0,239800000.0,6165100000.0,11582300000.0,3714300000.0,299200000.0,299200000.0,5255800000.0,13389400000.0,13389400000.0,2023-06-30
0.0,0.3,1493130000.0,502300000.0,671570000.0,6561130000.0,7232700000.0,1493130000.0,1493130000.0,,,,,1493130000.0,1493130000.0,1493130000.0,-228040000.0,1720870000.0,1720870000.0,-235920000.0,1484950000.0,13818220000.0,11663170000.0,-6893240000.0,502300000.0,502300000.0,5859460000.0,16067830000.0,16067830000.0,2023-03-31
,,,,,,,,,896106195.0,896106195.0,1.13,1.13,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.185291,588900000.0,335600000.0,276800000.0,7008200000.0,7285000000.0,588900000.0,588900000.0,899063593.0,899063593.0,0.95,0.95,588900000.0,588900000.0,588900000.0,-264100000.0,853000000.0,853000000.0,194000000.0,1047000000.0,8616000000.0,13255800000.0,3703900000.0,335600000.0,335600000.0,6386400000.0,15806200000.0,15806200000.0,2024-06-30 00:00:00
