Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Minority Interests,Special Income Charges
0.0,0.4,1000004612000.0,999989527000.0,17279000.0,3174000.0,1000004612000.0,999987333000.0,0.0,0.0,999989527000.0,999989527000.0,-1056779895000.0,,,,,999989527000.0,999989527000.0,0.0,999989527000.0,999989527000.0,,999989527000.0,-2194000.0,999987333000.0,-56801815000.0,0.0,0.0,1056789148000.0,-1056783069000.0,-1056800348000.0,17279000.0,17279000.0,6079000.0,3174000.0,9253000.0,9253000.0,2024-03-31,,,,
0.0,0.0,-441617204000.0,-441617204000.0,0.0,0.0,-441617204000.0,-441617204000.0,0.0,0.0,-441617204000.0,-441617204000.0,443127504000.0,65534050.0,65534050.0,-0.07,-0.07,-441617204000.0,-441617204000.0,0.0,-441617204000.0,-441617204000.0,0.0,-441617204000.0,0.0,-441617204000.0,1510300000.0,0.0,0.0,-443127504000.0,443127504000.0,443127504000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,,,,
0.0,0.0,720771599000.0,720758686000.0,12813000.0,0.0,720771599000.0,720758786000.0,0.0,0.0,720758686000.0,720758686000.0,-749625925000.0,,,,,720758686000.0,720758686000.0,0.0,720758686000.0,720758686000.0,,720758686000.0,100000.0,720758786000.0,-28867139000.0,0.0,0.0,749625925000.0,-749625925000.0,-749638738000.0,12813000.0,12813000.0,0.0,0.0,0.0,0.0,2023-03-31,,,,
0.0,0.0,-214843556000.0,-214843556000.0,0.0,0.0,-214843556000.0,-214843556000.0,0.0,0.0,-214843556000.0,-214843556000.0,235555756000.0,7161451866667.0,7161451866667.0,-0.03,-0.03,-214843556000.0,-214843556000.0,0.0,-214843556000.0,-214843556000.0,0.0,-214843556000.0,0.0,-214843556000.0,20712200000.0,0.0,0.0,-235555756000.0,235555756000.0,235555756000.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,,,,
0.0,0.0,-4991000.0,-7142000.0,2151000.0,108000.0,-4991000.0,-7142000.0,0.0,0.0,-7142000.0,-7142000.0,7310000.0,65534050.0,65534050.0,-5.78,-5.78,-7142000.0,-7142000.0,0.0,-7142000.0,-7142000.0,0.0,-7142000.0,0.0,-7142000.0,,0.0,0.0,-7142000.0,7202000.0,5051000.0,2151000.0,2151000.0,60000.0,108000.0,168000.0,168000.0,2024-06-30 00:00:00,0.0,0.0,0.0,0.0
0.0,0.0,-2614000.0,-2614000.0,0.0,0.0,-2614000.0,-2614000.0,0.0,0.0,-2614000.0,-2614000.0,2920000.0,65534050.0,65534050.0,-2.12,-2.12,-2614000.0,-2614000.0,0.0,-2614000.0,-2614000.0,0.0,-2614000.0,0.0,-2614000.0,305000.0,0.0,0.0,-2920000.0,2920000.0,2920000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30 00:00:00,0.0,0.0,0.0,0.0
