Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Net PPE,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Net Debt,Total Debt,Retained Earnings,Additional Paid In Capital,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Goodwill,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
19500011.0,19500011.0,-153217000.0,-153217000.0,-207077000.0,-153217000.0,-153217000.0,-153217000.0,-153217000.0,-153217000.0,-348217000.0,195000000.0,195000000.0,371325000.0,445000.0,,445000.0,370880000.0,17845000.0,508000.0,508000.0,218108000.0,54305000.0,5573000.0,0.0,0.0,48732000.0,163803000.0,152397000.0,0.0,0.0,11406000.0,9793000.0,1613000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19500011.0,19500011.0,-151253000.0,-151253000.0,-209685000.0,-151253000.0,-151253000.0,-151253000.0,-151253000.0,-151253000.0,-346253000.0,195000000.0,195000000.0,370765000.0,0.0,,,370765000.0,16710000.0,309000.0,309000.0,219512000.0,58432000.0,5576000.0,,0.0,52856000.0,161080000.0,151127000.0,0.0,616000.0,9337000.0,7657000.0,1680000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19500011.0,19500011.0,-144556000.0,-144556000.0,-207243000.0,-144556000.0,-144556000.0,-144556000.0,-144556000.0,-144556000.0,-339556000.0,195000000.0,195000000.0,369763000.0,0.0,10000.0,,369763000.0,16914000.0,456000.0,456000.0,225207000.0,62687000.0,5566000.0,0.0,0.0,57121000.0,162520000.0,152193000.0,2133000.0,0.0,8194000.0,7200000.0,994000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
