Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-271681402.285805,0.284033,2947144000.0,-956515000.0,-956515000.0,1360835000.0,14191000.0,36468803000.0,1990629000.0,1976438000.0,-154000.0,154000.0,2045668597.714195,1360835000.0,37195150000.0,,,,,1360835000.0,1360835000.0,0.0,1360835000.0,-54120000.0,1414955000.0,1414955000.0,561329000.0,1976284000.0,513670000.0,-956515000.0,788534000.0,167981000.0,-154000.0,154000.0,2418641000.0,726347000.0,756659000.0,14191000.0,14191000.0,3144988000.0,36468803000.0,39613791000.0,39613791000.0,2024-03-31
-57335191.384146,0.254566,1761934000.0,-225227000.0,-225227000.0,1107404000.0,13079000.0,21819718000.0,1536707000.0,1523628000.0,-111000.0,111000.0,1275295808.615854,1107404000.0,22894919000.0,1786135484.0,1786135484.0,0.62,0.62,1107404000.0,1107404000.0,0.0,1107404000.0,-28277000.0,1135681000.0,1135681000.0,387836000.0,1523517000.0,588979000.0,-225227000.0,-955529000.0,1180756000.0,-111000.0,111000.0,1160163000.0,1075201000.0,307376000.0,13079000.0,13079000.0,2235364000.0,21819718000.0,24055082000.0,24055082000.0,2023-12-31
-142779567.820526,0.218344,1715210000.0,-653919000.0,-653919000.0,795930000.0,13299000.0,18586274000.0,1061291000.0,1047992000.0,-175000.0,175000.0,1307069432.179474,795930000.0,19534929000.0,1808931818.0,1808931818.0,0.44,0.44,795930000.0,795930000.0,0.0,795930000.0,-23102000.0,819032000.0,819032000.0,228785000.0,1047817000.0,758424000.0,-653919000.0,,,-175000.0,175000.0,942093000.0,948655000.0,175560000.0,13299000.0,13299000.0,1890748000.0,18586274000.0,20477022000.0,20477022000.0,2023-09-30
0.0,0.254092,1050341000.0,0.0,0.0,751402000.0,12476000.0,17538230000.0,1050341000.0,1037865000.0,-67000.0,67000.0,751402000.0,751402000.0,18578744000.0,1789052381.0,1789052381.0,0.42,0.42,751402000.0,751402000.0,0.0,751402000.0,-22700000.0,774102000.0,774102000.0,263696000.0,1037798000.0,479352000.0,0.0,,,-67000.0,67000.0,559144000.0,1040514000.0,253621000.0,12476000.0,12476000.0,1599658000.0,17538230000.0,19137888000.0,19137888000.0,2023-06-30
-11788669.611775,0.246925,1573465000.0,-47742000.0,-47742000.0,1084072000.0,16685000.0,25159878000.0,1525723000.0,1509038000.0,-95000.0,95000.0,1120025330.388225,1084072000.0,26297723000.0,,,,,1084072000.0,1084072000.0,0.0,1084072000.0,-52276000.0,1136348000.0,1136348000.0,372595000.0,1508943000.0,531374000.0,-47742000.0,,,-95000.0,95000.0,1026427000.0,1137845000.0,783604000.0,16685000.0,16685000.0,2164272000.0,25159878000.0,27324150000.0,27324150000.0,2023-03-31
,,,,,,,,,,,,,,,1818128947.0,1818128947.0,0.38,0.38,,,,,,,,,,,,518094000.0,25526000.0,,,,,,,,,,,,2022-12-31
0.0,0.254777,1453039000.0,0.0,0.0,1046208000.0,14503000.0,19354520000.0,1453039000.0,1438536000.0,-110000.0,110000.0,1046208000.0,1046208000.0,20284894000.0,1803806897.0,1803806897.0,0.58,0.58,1046208000.0,1046208000.0,0.0,1046208000.0,-25740000.0,1071948000.0,1071948000.0,366478000.0,1438426000.0,536751000.0,0.0,,,-110000.0,110000.0,901840000.0,930374000.0,315010000.0,14503000.0,14503000.0,1832214000.0,19354520000.0,21186734000.0,21186734000.0,2024-06-30 00:00:00
