Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.105588,92025000.0,-237223000.0,177474000.0,1940347000.0,92025000.0,-85449000.0,-179779000.0,179779000.0,-237223000.0,-237223000.0,2884954000.0,,,,,-237223000.0,-237223000.0,0.0,-237223000.0,-237223000.0,0.0,-237223000.0,-28005000.0,-265228000.0,32193000.0,-179779000.0,179779000.0,-117622000.0,944607000.0,606440000.0,177474000.0,177474000.0,826985000.0,1940347000.0,2767332000.0,2767332000.0,2024-03-31
0.0,0.103311,-148824000.0,-448175000.0,171790000.0,1997214000.0,-148824000.0,-320614000.0,-179197000.0,179197000.0,-448175000.0,-448175000.0,3044327000.0,83459032.0,83459032.0,-5.37,-5.37,-448175000.0,-448175000.0,0.0,-448175000.0,-448175000.0,0.0,-448175000.0,-51636000.0,-499811000.0,46154000.0,-179197000.0,179197000.0,-366748000.0,1047113000.0,705638000.0,171790000.0,171790000.0,680365000.0,1997214000.0,2677579000.0,2677579000.0,2023-12-31
0.0,0.129217,-4349000.0,-304423000.0,168158000.0,1854781000.0,-4349000.0,-172507000.0,-177090000.0,177090000.0,-304423000.0,-304423000.0,2884058000.0,83403562.0,83403562.0,-3.65,-3.65,-304423000.0,-304423000.0,0.0,-304423000.0,-304423000.0,0.0,-304423000.0,-45174000.0,-349597000.0,97839000.0,-177090000.0,177090000.0,-270346000.0,1029277000.0,699592000.0,168158000.0,168158000.0,758931000.0,1854781000.0,2613712000.0,2613712000.0,2023-09-30
0.0,0.062556,95032000.0,-220648000.0,162842000.0,1756053000.0,95032000.0,-67810000.0,-167562000.0,167562000.0,-220648000.0,-220648000.0,2737649000.0,103590610.0,103590610.0,-2.13,-2.13,-220648000.0,-220648000.0,0.0,-220648000.0,-220648000.0,0.0,-220648000.0,-14724000.0,-235372000.0,93977000.0,-167562000.0,167562000.0,-161787000.0,981596000.0,673882000.0,162842000.0,162842000.0,819809000.0,1756053000.0,2575862000.0,2575862000.0,2023-06-30
0.0,0.095527,86465000.0,-177511000.0,144854000.0,2027934000.0,86465000.0,-58389000.0,-137870000.0,137870000.0,-177511000.0,-197986000.0,2991632000.0,,,,,-197986000.0,-197986000.0,0.0,-197986000.0,-197986000.0,-20475000.0,-177511000.0,-18748000.0,-196259000.0,-13400000.0,-137870000.0,137870000.0,-44989000.0,963698000.0,671524000.0,144854000.0,144854000.0,918709000.0,2027934000.0,2946643000.0,2946643000.0,2023-03-31
,,,,,,,,,,,,,83498198.0,83498198.0,-1.11,-1.11,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.033573,173947000.0,-160969000.0,172872000.0,1914329000.0,173947000.0,1075000.0,-167636000.0,167636000.0,-160969000.0,-160969000.0,2922495000.0,94133918.0,94133918.0,-1.71,-1.71,-160969000.0,-160969000.0,0.0,-160969000.0,-160969000.0,,-160969000.0,-5592000.0,-166561000.0,62072000.0,-167636000.0,167636000.0,-60997000.0,1008166000.0,664852000.0,172872000.0,172872000.0,947169000.0,1914329000.0,2861498000.0,2861498000.0,2024-06-30 00:00:00
