Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.003165,0.0,0.0,252000000.0,184100000.0,229900000.0,414000000.0,252000000.0,252000000.0,,,,,252000000.0,252000000.0,252000000.0,252000000.0,0.0,252000000.0,800000.0,252800000.0,0.0,3530200000.0,3067300000.0,3783000000.0,3783000000.0,2024-03-31
0.0,0.0,0.0,0.0,228000000.0,175600000.0,215900000.0,391500000.0,228000000.0,228000000.0,83211679.0,83211679.0,2.74,2.74,228000000.0,228000000.0,228000000.0,228000000.0,0.0,228000000.0,0.0,228000000.0,0.0,3258100000.0,2815200000.0,3486100000.0,3486100000.0,2023-12-31
0.0,0.0,0.0,0.0,195200000.0,176600000.0,188700000.0,365300000.0,195200000.0,195200000.0,83063830.0,83063830.0,2.35,2.35,195200000.0,195200000.0,195200000.0,195200000.0,0.0,195200000.0,0.0,195200000.0,0.0,3196300000.0,2755800000.0,3397100000.0,3397100000.0,2023-09-30
0.0,0.0,-170000.0,-170000.0,220870000.0,151063000.0,142986000.0,294049000.0,221040000.0,220870000.0,,,,,220870000.0,220870000.0,220870000.0,220870000.0,0.0,220870000.0,0.0,220870000.0,-170000.0,-4484623000.0,-6124199000.0,-4263583000.0,-4263583000.0,2023-03-31
0.0,0.0,0.0,0.0,191000000.0,116900000.0,135800000.0,252700000.0,191000000.0,191000000.0,83043478.0,83043478.0,2.3,2.3,191000000.0,191000000.0,191000000.0,191000000.0,0.0,191000000.0,0.0,191000000.0,0.0,2814200000.0,2433800000.0,3005200000.0,3005200000.0,2022-12-31
0.0,0.0,0.0,0.0,242700000.0,214400000.0,238900000.0,453300000.0,242700000.0,242700000.0,83402062.0,83116438.0,2.91,2.92,242700000.0,242700000.0,242700000.0,242700000.0,0.0,242700000.0,0.0,242700000.0,0.0,3887000000.0,3389300000.0,4129700000.0,4129700000.0,2024-06-30 00:00:00
0.0,0.0,0.0,0.0,187000000.0,175200000.0,154500000.0,329700000.0,187000000.0,187000000.0,83111111.0,83111111.0,2.25,2.25,187000000.0,187000000.0,187000000.0,187000000.0,0.0,187000000.0,0.0,187000000.0,0.0,3141600000.0,2714200000.0,3328600000.0,3328600000.0,2023-06-30 00:00:00
