Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
136824073.0,136824073.0,443030000.0,17172240000.0,24388630000.0,9082350000.0,17172240000.0,442930000.0,24388530000.0,24388530000.0,24511420000.0,122890000.0,24388530000.0,23704410000.0,,,684120000.0,684120000.0,9537860000.0,787150000.0,,0.0,450010000.0,327410000.0,327410000.0,8750710000.0,2850710000.0,,115620000.0,115520000.0,100000.0,,1382620000.0,2845410000.0,,,174980000.0,2670430000.0,34049280000.0,16216220000.0,112240000.0,,267280000.0,55160000.0,4595010000.0,4595010000.0,568690000.0,,30790000.0,7216290000.0,6881090000.0,335200000.0,2069500000.0,,2069500000.0,9790000.0,2059710000.0,,,,,17833060000.0,840700000.0,93960000.0,,,25240000.0,5542860000.0,,,11330300000.0,9332250000.0,1998050000.0,,2024-03-31
136518710.0,136518710.0,446710000.0,15395720000.0,22373120000.0,7411080000.0,15395720000.0,437770000.0,22364180000.0,22364180000.0,22475930000.0,111750000.0,22364180000.0,21681590000.0,,,682590000.0,682590000.0,8073720000.0,461090000.0,-620000.0,0.0,112000000.0,339980000.0,339980000.0,7612630000.0,2591360000.0,,106730000.0,97790000.0,8940000.0,,981720000.0,3128260000.0,,,176230000.0,2952030000.0,30549650000.0,15525940000.0,20130000.0,,262190000.0,42510000.0,4326040000.0,4326040000.0,520940000.0,520940000.0,18560000.0,6968460000.0,6633670000.0,334790000.0,2096510000.0,,2096510000.0,3620000.0,2092890000.0,,,,,15023710000.0,1118650000.0,18580000.0,,,22260000.0,3777990000.0,,,10086230000.0,9069070000.0,1017160000.0,,2023-09-30
135722575.0,135722575.0,271280000.0,13812080000.0,20577040000.0,6014550000.0,13812080000.0,271280000.0,20577040000.0,20577040000.0,20686190000.0,109150000.0,20577040000.0,1132130000.0,11032150000.0,5606400000.0,678610000.0,678610000.0,8187030000.0,183590000.0,,19240000.0,6220000.0,148400000.0,148400000.0,8003440000.0,,154180000.0,122880000.0,122880000.0,0.0,981720000.0,,4777370000.0,2029720000.0,1000000.0,,2746650000.0,28873220000.0,14855230000.0,,671030000.0,331050000.0,0.0,2809000000.0,2809000000.0,541550000.0,541550000.0,17770000.0,6764960000.0,6434750000.0,330210000.0,1863100000.0,-2519660000.0,4382760000.0,45890000.0,166640000.0,1724270000.0,2086700000.0,359260000.0,0.0,14017990000.0,,0.0,111170000.0,1155810000.0,7430480000.0,4157480000.0,-493330000.0,4650810000.0,1163050000.0,303180000.0,859870000.0,859870000.0,2023-03-31
