Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
10946604.0,10946604.0,8635900000.0,8635900000.0,6262800000.0,8635900000.0,8635900000.0,8635900000.0,8635900000.0,8635900000.0,8526400000.0,,109500000.0,109500000.0,160800000.0,144100000.0,9300000.0,,,134800000.0,,16700000.0,8500000.0,,,,4700000.0,,,200000.0,4500000.0,8796700000.0,2517200000.0,,2475100000.0,2475100000.0,,,0.0,42100000.0,,,,,,,6279500000.0,27500000.0,,,67400000.0,,,,,,21100000.0,,,6163500000.0,6149600000.0,13900000.0,,,2024-03-31
10946604.0,10946604.0,9676000000.0,9676000000.0,6049700000.0,9676000000.0,9676000000.0,9676000000.0,9676000000.0,9676000000.0,9566500000.0,,109500000.0,109500000.0,128400000.0,107400000.0,14100000.0,,,93300000.0,,21000000.0,1000000.0,,,,16300000.0,,,1500000.0,14800000.0,9804400000.0,3733700000.0,,3690800000.0,3690800000.0,,,0.0,42900000.0,,,,,,,6070700000.0,40100000.0,,,140100000.0,,,,,,7600000.0,,,5882900000.0,5882500000.0,400000.0,,,2023-09-30
10946604.0,10946604.0,10479811000.0,10479811000.0,5884731000.0,10479811000.0,10479811000.0,10479811000.0,10479811000.0,10479811000.0,10370400000.0,4999530000.0,109466000.0,109466000.0,100662000.0,77412000.0,18700000.0,3995000.0,18747000.0,54670000.0,4000000.0,23250000.0,413000.0,5100000.0,1015000.0,1000000.0,11680000.0,3042000.0,0.0,5100000.0,8638000.0,10580473000.0,4672492000.0,2528000.0,4628300000.0,4628300000.0,4625752000.0,4625752000.0,0.0,44212000.0,-74239000.0,118451000.0,59610000.0,53784000.0,5057000.0,0.0,5907981000.0,-1000.0,2449000.0,32039000.0,121391000.0,2178000.0,70974000.0,889000.0,47350000.0,1851542000.0,15248000.0,-1010000.0,16258000.0,3885313000.0,3884039000.0,1274000.0,0.0,1274000.0,2023-03-31
