Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
8881150.0,8881150.0,44120000.0,2095940000.0,2140064000.0,1595514000.0,2095940000.0,,2095944000.0,2095944000.0,2095944000.0,2095944000.0,2007128000.0,,,88816000.0,88816000.0,527238000.0,32827000.0,,,18569000.0,,,,12667000.0,494411000.0,88948000.0,44120000.0,,44120000.0,,11936000.0,309878000.0,,309878000.0,2623182000.0,533257000.0,5335000.0,,,86828000.0,,86828000.0,4000.0,,441090000.0,,441090000.0,2508000.0,438582000.0,,,,,2089925000.0,122126000.0,,,782165000.0,,,,,5717000.0,840999000.0,,,338918000.0,187261000.0,151657000.0,,,2023-09-30
8881150.0,8881150.0,16014000.0,2063950000.0,2079988000.0,1588173000.0,2063950000.0,0.0,2063974000.0,2063974000.0,2063974000.0,2063974000.0,1975158000.0,622817000.0,78375000.0,88816000.0,88816000.0,472116000.0,36399000.0,13582000.0,0.0,21026000.0,0.0,0.0,0.0,13582000.0,435717000.0,106050000.0,16014000.0,0.0,16014000.0,38226000.0,11936000.0,265953000.0,2115000.0,263838000.0,2536090000.0,512200000.0,8840000.0,6870000.0,10892000.0,50247000.0,17000.0,50230000.0,24000.0,24000.0,444167000.0,-485417000.0,929584000.0,1867000.0,442300000.0,861625000.0,57387000.0,8705000.0,0.0,2023890000.0,-1000.0,12356000.0,83016000.0,831172000.0,204966000.0,238911000.0,387295000.0,667000.0,17308000.0,728669000.0,0.0,728669000.0,350703000.0,296724000.0,53979000.0,50252000.0,3727000.0,2023-03-31
8881150.0,8881150.0,56454000.0,2105793000.0,2162247000.0,1610803000.0,2105793000.0,0.0,2105793000.0,2105793000.0,2105793000.0,2105793000.0,2016977000.0,,,88816000.0,88816000.0,681214000.0,30727000.0,,,15206000.0,0.0,0.0,,13930000.0,650487000.0,85830000.0,56454000.0,0.0,56454000.0,,13233000.0,471126000.0,,471126000.0,2787007000.0,525717000.0,12883000.0,,,96612000.0,,96612000.0,0.0,,416222000.0,,416222000.0,5425000.0,410797000.0,,,,,2261290000.0,91627000.0,,,949200000.0,,,,,4555000.0,665367000.0,,,550541000.0,298446000.0,252095000.0,,,2024-03-31 00:00:00
