Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
106707906.0,106707906.0,327030000.0,2433100000.0,2786480000.0,2000770000.0,2433100000.0,70520000.0,2529970000.0,2530140000.0,2536380000.0,6410000.0,2529970000.0,2423260000.0,,,106710000.0,106710000.0,612840000.0,57660000.0,56460000.0,56290000.0,170000.0,1200000.0,555180000.0,28880000.0,270570000.0,14230000.0,256340000.0,,12720000.0,16960000.0,,0.0,16960000.0,3149220000.0,593270000.0,9420000.0,,43650000.0,72260000.0,72260000.0,96870000.0,79220000.0,17650000.0,357510000.0,,357510000.0,13200000.0,344310000.0,,,,2555950000.0,98620000.0,,,8610000.0,,771110000.0,,,1677610000.0,376460000.0,1301150000.0,,,2024-03-31
106707906.0,106707906.0,267270000.0,2320580000.0,2592160000.0,1988390000.0,2320580000.0,5620000.0,2330510000.0,2330510000.0,2330510000.0,,2330510000.0,2223800000.0,,,106710000.0,106710000.0,472910000.0,1450000.0,1450000.0,1450000.0,0.0,,471460000.0,19430000.0,265820000.0,4170000.0,261650000.0,,4910000.0,7150000.0,,,7150000.0,2803420000.0,343570000.0,9450000.0,,14570000.0,61720000.0,61720000.0,9930000.0,,,214410000.0,,214410000.0,69810000.0,144600000.0,,,,2459850000.0,126830000.0,,,,,922740000.0,,,1410280000.0,582630000.0,827650000.0,,,2023-09-30
106707906.0,106707906.0,287420000.0,2292910000.0,2577320000.0,2046220000.0,2292910000.0,9440000.0,2299340000.0,2308160000.0,2299340000.0,,2299340000.0,,1401690000.0,748350000.0,106710000.0,106710000.0,489240000.0,8820000.0,8820000.0,0.0,8820000.0,,480420000.0,35260000.0,278600000.0,9440000.0,269160000.0,0.0,,166560000.0,157190000.0,1170000.0,8200000.0,2788580000.0,261940000.0,,6460000.0,14350000.0,52350000.0,52350000.0,6430000.0,6430000.0,,148300000.0,-125880000.0,274180000.0,21840000.0,16180000.0,198490000.0,37670000.0,0.0,2526640000.0,340000.0,738300000.0,88300000.0,,17980000.0,702120000.0,-20190000.0,722310000.0,979600000.0,,979600000.0,897200000.0,82400000.0,2023-03-31
