Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
493838000.0,869596000.0,1316471000.0,1913390000.0,741311000.0,1316471000.0,272677000.0,1316471000.0,1446165000.0,1316476000.0,5000.0,1316471000.0,86889000.0,484416000.0,284236000.0,461366000.0,461366000.0,1267167000.0,301253000.0,6915000.0,1039000.0,293299000.0,163605000.0,129694000.0,965914000.0,208000.0,0.0,576297000.0,109072000.0,467225000.0,455000.0,12071000.0,375335000.0,9294000.0,366041000.0,2583643000.0,876418000.0,72000.0,8133000.0,861413000.0,-130823000.0,992236000.0,44476000.0,374319000.0,287257000.0,60152000.0,226032000.0,0.0,1707225000.0,56869000.0,132435000.0,844052000.0,97147000.0,68031000.0,678874000.0,32923000.0,13424000.0,524441000.0,-3902000.0,528343000.0,103081000.0,103081000.0,100381000.0,2781000.0,2024-03-31
405887000.0,451704000.0,795708000.0,1247412000.0,614550000.0,795708000.0,,795708000.0,951482000.0,795713000.0,5000.0,795708000.0,68579000.0,287027000.0,,440000000.0,440000000.0,1022045000.0,161315000.0,4180000.0,1361000.0,155774000.0,,155774000.0,860730000.0,5000.0,0.0,295930000.0,,295930000.0,272000.0,12194000.0,551979000.0,4457000.0,547522000.0,1817758000.0,342478000.0,,745000.0,334933000.0,-110975000.0,445908000.0,50751000.0,69648000.0,221800000.0,43670000.0,60039000.0,0.0,1475280000.0,93572000.0,155694000.0,730265000.0,67542000.0,72690000.0,590033000.0,26055000.0,1066000.0,422811000.0,-2422000.0,425233000.0,45817000.0,45817000.0,,45817000.0,2023-09-30
