Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
261630474.0,261630474.0,12680600000.0,14479900000.0,35177400000.0,48681300000.0,3727300000.0,35177400000.0,1226100000.0,35427500000.0,38061000000.0,36207000000.0,779500000.0,35427500000.0,32811200000.0,,,2616300000.0,2616300000.0,36396700000.0,5399700000.0,500000.0,,795600000.0,681600000.0,3596200000.0,962700000.0,2633500000.0,322300000.0,30997000000.0,3814800000.0,,10883700000.0,263400000.0,10620300000.0,159900000.0,13764000000.0,,,11100000.0,13752900000.0,72603700000.0,37879400000.0,367600000.0,,153400000.0,,1966800000.0,,1966800000.0,,,,,1875500000.0,250100000.0,160600000.0,89500000.0,33261800000.0,,33261800000.0,1168200000.0,32093600000.0,,,,,34724300000.0,2924600000.0,,0.0,,,19859900000.0,,,,,36200000.0,198200000.0,10697600000.0,,,1007800000.0,434600000.0,573200000.0,,2024-03-31
261605474.0,261605474.0,13533300000.0,15442800000.0,33333300000.0,47822300000.0,2344000000.0,33333300000.0,1240900000.0,33620400000.0,36406500000.0,34260400000.0,640000000.0,33620400000.0,31004300000.0,,,2616100000.0,2616100000.0,36411600000.0,5761400000.0,,,752900000.0,899900000.0,3788700000.0,1002600000.0,2786100000.0,315000000.0,30650200000.0,3668600000.0,,11654100000.0,238300000.0,11415800000.0,156400000.0,12902500000.0,,,22900000.0,12879600000.0,70672000000.0,37677800000.0,395700000.0,,159400000.0,,2165400000.0,,2165400000.0,,,,,1695400000.0,287100000.0,197600000.0,89500000.0,32969700000.0,,32969700000.0,1416400000.0,31553300000.0,,,,,32994200000.0,3205300000.0,,100000.0,,,18192500000.0,,,,,46500000.0,270100000.0,10117200000.0,,,1162500000.0,493900000.0,668600000.0,,2023-09-30
261497474.0,261497474.0,13469800000.0,15173800000.0,33124600000.0,47494000000.0,2771400000.0,33124600000.0,1136100000.0,33456300000.0,37239300000.0,34042600000.0,586300000.0,33456300000.0,119100000.0,24137900000.0,6427100000.0,2615000000.0,2615000000.0,35093300000.0,6694200000.0,100000.0,0.0,741000000.0,951700000.0,4707600000.0,924600000.0,3783000000.0,290000000.0,28399100000.0,79200000.0,14200000.0,10466200000.0,211500000.0,10254700000.0,146300000.0,14638500000.0,2240100000.0,22900000.0,14200000.0,12375500000.0,69135900000.0,37965400000.0,248900000.0,514800000.0,160600000.0,0.0,1367100000.0,200000.0,1366900000.0,853300000.0,651300000.0,201800000.0,200000.0,1679800000.0,331700000.0,242200000.0,89500000.0,33053000000.0,-14916000000.0,47969000000.0,787200000.0,32265800000.0,27664500000.0,7752400000.0,11764900000.0,0.0,31170500000.0,41600000.0,47100000.0,100000.0,201700000.0,3085600000.0,16489900000.0,93300000.0,4653100000.0,7084200000.0,4659300000.0,832900000.0,215100000.0,9658800000.0,-588900000.0,10247700000.0,597700000.0,29800000.0,567900000.0,567900000.0,2023-03-31
