Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Prepaid Assets,Cash Equivalents
32401000.0,32401000.0,196970000.0,17199423000.0,17415552000.0,8482776000.0,17199423000.0,17218582000.0,17324643000.0,18932418000.0,1713836000.0,17218582000.0,17153780000.0,,,64802000.0,64802000.0,2529110000.0,1042070000.0,5981000.0,,,874982000.0,106061000.0,106061000.0,44397000.0,1487040000.0,49702000.0,,90909000.0,90909000.0,,29125000.0,814515000.0,,36606000.0,777909000.0,21461528000.0,11491714000.0,414895000.0,,70927000.0,70927000.0,,50150000.0,19159000.0,19159000.0,10936583000.0,,10936583000.0,2025940000.0,8910643000.0,,,,,9969816000.0,505835000.0,,2868992000.0,,,,,,0.0,3193989000.0,,,3401000000.0,2588979000.0,812021000.0,,2024-03-31,,,
32401000.0,32401000.0,439384000.0,16084977000.0,16524361000.0,8524801000.0,16084977000.0,16084977000.0,16251643000.0,17692010000.0,1607033000.0,16084977000.0,16020175000.0,,,64802000.0,64802000.0,2201841000.0,1037586000.0,12484000.0,,,816166000.0,166666000.0,166666000.0,16754000.0,1164255000.0,73098000.0,,272718000.0,272718000.0,,2051000.0,563913000.0,,142438000.0,421475000.0,19893851000.0,10204795000.0,469585000.0,,69247000.0,69247000.0,,51177000.0,,,9614786000.0,,9614786000.0,1955069000.0,7659717000.0,,,,,9689056000.0,361304000.0,,2338223000.0,,,,,,17801000.0,3483987000.0,,,3487741000.0,2055328000.0,1432413000.0,,2023-09-30,,,
32401000.0,32401000.0,575743000.0,15542344000.0,16118087000.0,8834930000.0,15542344000.0,15542344000.0,15845369000.0,16981596000.0,1439252000.0,15542344000.0,,13881426000.0,56961000.0,64802000.0,64802000.0,2646480000.0,1153105000.0,10015000.0,18245000.0,9704000.0,812116000.0,303025000.0,303025000.0,,1493375000.0,53281000.0,56507000.0,272718000.0,272718000.0,3182000.0,,1082293000.0,459867000.0,,622426000.0,19628076000.0,9299772000.0,,332223000.0,10000.0,,10000.0,52204000.0,,,8885119000.0,-3205206000.0,12090325000.0,1132294000.0,,8409976000.0,1905513000.0,642542000.0,0.0,10328305000.0,427293000.0,4706000.0,3028139000.0,129848000.0,935040000.0,182365000.0,1780886000.0,4998000.0,,3778037000.0,0.0,3778037000.0,3085132000.0,1607504000.0,1477628000.0,1477628000.0,2023-03-31,,,
