Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.216547,1239810000.0,,,935294000.0,33499000.0,3532374000.0,1239810000.0,1206311000.0,-12501000.0,12501000.0,935294000.0,935294000.0,4067719000.0,,,,,935294000.0,935294000.0,0.0,935294000.0,935294000.0,935294000.0,258516000.0,1193810000.0,232432000.0,-12501000.0,12501000.0,973879000.0,535345000.0,334826000.0,33499000.0,33499000.0,1509224000.0,3532374000.0,5041598000.0,5041598000.0,2024-03-31
0.0,0.25144,1296373000.0,,,946130000.0,29612000.0,2719000000.0,1296373000.0,1266761000.0,-2828000.0,2828000.0,946130000.0,946130000.0,3066054000.0,10116873.0,10116873.0,93.52,93.52,946130000.0,946130000.0,0.0,946130000.0,946130000.0,946130000.0,317803000.0,1263933000.0,247990000.0,-2828000.0,2828000.0,1018771000.0,347054000.0,198438000.0,29612000.0,29612000.0,1365825000.0,2719000000.0,4084825000.0,4084825000.0,2023-12-31
0.0,0.181735,866863000.0,,,684408000.0,27391000.0,2695779000.0,866863000.0,839472000.0,-3058000.0,3058000.0,684408000.0,684408000.0,3153548000.0,10116896.0,10116896.0,67.65,67.65,684408000.0,684408000.0,0.0,684408000.0,684408000.0,684408000.0,152006000.0,836414000.0,179129000.0,-3058000.0,3058000.0,660342000.0,457769000.0,295830000.0,27391000.0,27391000.0,1118111000.0,2695779000.0,3813890000.0,3813890000.0,2023-09-30
0.0,0.258298,710232000.0,,,507775000.0,23195000.0,2356280000.0,710232000.0,687037000.0,-2429000.0,2429000.0,507775000.0,507775000.0,2765163000.0,10117055.0,10117055.0,50.19,50.19,507775000.0,507775000.0,0.0,507775000.0,507775000.0,507775000.0,176833000.0,684608000.0,230287000.0,-2429000.0,2429000.0,456750000.0,408883000.0,267610000.0,23195000.0,23195000.0,865633000.0,2356280000.0,3221913000.0,3221913000.0,2023-06-30
17673643.949227,0.240766,963130000.0,73406000.0,73406000.0,765681000.0,25748000.0,3138679000.0,1036536000.0,1010788000.0,158870000.0,2297000.0,709948643.949227,765681000.0,3451404000.0,,,,,765681000.0,765681000.0,0.0,765681000.0,765681000.0,765681000.0,242810000.0,1008491000.0,-173143000.0,158870000.0,2297000.0,947208000.0,312725000.0,-299640000.0,25748000.0,25748000.0,1259933000.0,3138679000.0,4398612000.0,4398612000.0,2023-03-31
,,,62223000.0,62223000.0,,,,,,,,,,,10116982.0,10116982.0,50.17,50.17,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.215503,1045841000.0,,,794430000.0,29729000.0,3127728000.0,1045841000.0,1016112000.0,-3450000.0,3450000.0,794430000.0,794430000.0,3553314000.0,10117550.0,10117550.0,78.52,78.52,794430000.0,794430000.0,0.0,794430000.0,794430000.0,794430000.0,218232000.0,1012662000.0,287912000.0,-3450000.0,3450000.0,728200000.0,425586000.0,258726000.0,29729000.0,29729000.0,1153786000.0,3127728000.0,4281514000.0,4281514000.0,2024-06-30 00:00:00
