Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Dividends Payable
123396969.0,123396969.0,140618000.0,978225000.0,16994344000.0,17610951000.0,5912882000.0,16994344000.0,382779000.0,17015505000.0,17609098000.0,17015587000.0,82000.0,17015505000.0,16768711000.0,,,246794000.0,246794000.0,3543056000.0,2194343000.0,,,,1237812000.0,905849000.0,312256000.0,593593000.0,50682000.0,1348713000.0,28259000.0,72376000.0,70523000.0,1853000.0,,6419000.0,998107000.0,,0.0,998107000.0,20558643000.0,13297048000.0,997507000.0,,11211000.0,,155384000.0,155384000.0,,21161000.0,21161000.0,12057847000.0,,12057847000.0,461812000.0,11596035000.0,,,,7261595000.0,320685000.0,,,,1272934000.0,,,,4275000.0,1563788000.0,,,4099913000.0,3645085000.0,454828000.0,,,2024-03-31,,
123052989.0,123052989.0,,644354000.0,15676010000.0,15936201000.0,5393415000.0,15676010000.0,385608000.0,15677455000.0,15684429000.0,15677455000.0,,15677455000.0,15431349000.0,,,246106000.0,246106000.0,3137830000.0,1533372000.0,,,,1202865000.0,330086000.0,323112000.0,6974000.0,421000.0,1604458000.0,23134000.0,314268000.0,62496000.0,251772000.0,,5728000.0,1076496000.0,,72243000.0,1004253000.0,18815285000.0,11817412000.0,238360000.0,,4450000.0,,39365000.0,39365000.0,,1445000.0,,11533792000.0,,11533792000.0,583266000.0,10950526000.0,,,,6997873000.0,340068000.0,,,,1427323000.0,,,,5563000.0,1188606000.0,,,4036313000.0,3727358000.0,308955000.0,,,2023-09-30,,
123052989.0,123052989.0,155195000.0,693853000.0,14308468000.0,14525119000.0,4046161000.0,14308468000.0,478932000.0,14310198000.0,14318078000.0,14310198000.0,,14310198000.0,75777000.0,4704552000.0,9283763000.0,246106000.0,246106000.0,3244136000.0,1520025000.0,479000.0,0.0,0.0,1154546000.0,365000000.0,357120000.0,7880000.0,,1724111000.0,25289000.0,328853000.0,121812000.0,207041000.0,2570000.0,,1198380000.0,211870000.0,28337000.0,958173000.0,17554334000.0,11784062000.0,98998000.0,109136000.0,3081000.0,0.0,203516000.0,203516000.0,0.0,1730000.0,1730000.0,11460891000.0,-3583413000.0,15044304000.0,361791000.0,3705832000.0,7662218000.0,3314463000.0,0.0,5770272000.0,40065000.0,460000.0,116999000.0,433916000.0,1677637000.0,870574000.0,610430000.0,196633000.0,13033000.0,1177433000.0,-228372000.0,1405805000.0,2310729000.0,2251003000.0,59726000.0,45000000.0,14726000.0,2023-03-31,,
