Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
117014270.851396,0.236345,3968600000.0,495100000.0,495100000.0,1763300000.0,446400000.0,2322200000.0,4463700000.0,4017300000.0,1396900000.0,1710500000.0,3107400000.0,1385214270.851396,1763300000.0,2768600000.0,35672668.0,35153509.0,49.43,50.16,1763300000.0,1763300000.0,0.0,1763300000.0,1700000.0,1761600000.0,1761600000.0,545200000.0,2306800000.0,-1547600000.0,-75500000.0,75500000.0,0.0,1396900000.0,1710500000.0,3107400000.0,1959200000.0,446400000.0,,446400000.0,446400000.0,2405600000.0,2322200000.0,4727800000.0,4727800000.0,2023-12-31
184073054.017344,0.242712,2868500000.0,758400000.0,758400000.0,1451700000.0,243700000.0,2128900000.0,3626900000.0,3383200000.0,1100000000.0,1469000000.0,2569000000.0,877373054.017344,1451700000.0,2372600000.0,35312576.0,35073689.0,41.11,41.39,1451700000.0,1451700000.0,0.0,1451700000.0,2100000.0,1449600000.0,1449600000.0,464600000.0,1914200000.0,-1581100000.0,-21200000.0,21200000.0,0.0,1100000000.0,1469000000.0,2569000000.0,1630100000.0,243700000.0,1601600000.0,243700000.0,243700000.0,1873800000.0,2128900000.0,4002700000.0,4002700000.0,2023-09-30
150124390.243902,0.219512,1801300000.0,683900000.0,683900000.0,873600000.0,226300000.0,1875700000.0,2485200000.0,2258900000.0,683200000.0,1139600000.0,1822800000.0,339824390.243902,873600000.0,2102000000.0,35074457.0,35074457.0,24.907014,24.907014,873600000.0,873600000.0,0.0,873600000.0,0.0,873600000.0,873600000.0,245700000.0,1119300000.0,-1429900000.0,-15100000.0,15100000.0,0.0,683200000.0,1139600000.0,1822800000.0,1159400000.0,226300000.0,,226300000.0,226300000.0,1385700000.0,1875700000.0,3261400000.0,3261400000.0,2022-12-31
145069436.021831,0.256216,4428800000.0,566200000.0,566200000.0,2210200000.0,201700000.0,2766000000.0,4995000000.0,4793300000.0,2019400000.0,1825100000.0,3844500000.0,1789069436.021831,2210200000.0,4631800000.0,36471947.0,35357543.0,60.6,62.51,2210200000.0,2210200000.0,0.0,2210200000.0,2500000.0,2207700000.0,2207700000.0,760500000.0,2968200000.0,32500000.0,-135900000.0,135900000.0,0.0,2019400000.0,1825100000.0,3844500000.0,313000000.0,1865800000.0,1664100000.0,201700000.0,201700000.0,2178800000.0,2766000000.0,4944800000.0,4944800000.0,2024-06-30 00:00:00
198193460.454754,0.194155,1918500000.0,1020800000.0,1020800000.0,1230700000.0,222800000.0,1952300000.0,2939300000.0,2716500000.0,884900000.0,1190400000.0,2075300000.0,408093460.454754,1230700000.0,3735500000.0,35074457.0,35074457.0,35.088212,35.088212,1230700000.0,1230700000.0,0.0,1230700000.0,900000.0,1229800000.0,1229800000.0,296300000.0,1526100000.0,15000000.0,381200000.0,61600000.0,-442800000.0,884900000.0,1190400000.0,2075300000.0,-416400000.0,1783200000.0,1560400000.0,222800000.0,222800000.0,1366800000.0,1952300000.0,3319100000.0,3319100000.0,2023-06-30 00:00:00
