Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-75240000.0,0.4,85900000.0,-188100000.0,-188100000.0,-152300000.0,5300000.0,87600000.0,-102200000.0,-107500000.0,-4200000.0,4200000.0,-39440000.0,-152300000.0,130800000.0,,,,,-152300000.0,-152300000.0,0.0,-152300000.0,0.0,-152300000.0,0.0,-152300000.0,40600000.0,-111700000.0,-15100000.0,-188100000.0,-4200000.0,4200000.0,95800000.0,43200000.0,15500000.0,5300000.0,5300000.0,139000000.0,87600000.0,226600000.0,226600000.0,2024-03-31
0.0,0.0,14800000.0,0.0,0.0,6000000.0,5700000.0,51300000.0,14800000.0,9100000.0,-3100000.0,3100000.0,6000000.0,6000000.0,84800000.0,150000000.0,150000000.0,0.04,0.04,6000000.0,6000000.0,0.0,6000000.0,0.0,6000000.0,0.0,6000000.0,0.0,6000000.0,12900000.0,0.0,-3100000.0,3100000.0,-3900000.0,33500000.0,12600000.0,5700000.0,5700000.0,29600000.0,51300000.0,80900000.0,80900000.0,2023-12-31
0.0,0.0,8900000.0,0.0,0.0,-1200000.0,6600000.0,-16700000.0,8900000.0,2300000.0,-3500000.0,3500000.0,-1200000.0,-1200000.0,36500000.0,20000000.0,20000000.0,-0.06,-0.06,-1200000.0,-1200000.0,0.0,-1200000.0,0.0,-1200000.0,,-1200000.0,0.0,-1200000.0,6800000.0,0.0,-3500000.0,3500000.0,-4300000.0,53200000.0,29900000.0,6600000.0,6600000.0,48900000.0,-16700000.0,32200000.0,32200000.0,2023-09-30
0.0,0.0,194600000.0,-37900000.0,-37900000.0,162400000.0,8000000.0,299600000.0,156700000.0,148700000.0,21300000.0,-13700000.0,200300000.0,162400000.0,331900000.0,,,,,162400000.0,162400000.0,0.0,162400000.0,0.0,162400000.0,0.0,162400000.0,0.0,162400000.0,85600000.0,-37900000.0,21300000.0,-13700000.0,93100000.0,32300000.0,-51800000.0,8000000.0,8000000.0,125400000.0,299600000.0,425000000.0,425000000.0,2023-03-31
0.0,0.0,-20100000.0,0.0,0.0,-35500000.0,9800000.0,151100000.0,-20100000.0,-29900000.0,-5600000.0,5600000.0,-35500000.0,-35500000.0,194900000.0,28629032.0,28629032.0,-1.24,-1.24,-35500000.0,-35500000.0,0.0,-35500000.0,0.0,-35500000.0,0.0,-35500000.0,0.0,-35500000.0,4900000.0,0.0,-5600000.0,5600000.0,-32800000.0,43800000.0,21600000.0,9800000.0,9800000.0,11000000.0,151100000.0,162100000.0,162100000.0,2022-12-31
