Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
940515740.0,940515740.0,25704000000.0,48933900000.0,84380800000.0,48758500000.0,48933900000.0,32400000.0,58709200000.0,83276000000.0,59061000000.0,351800000.0,58709200000.0,56828200000.0,,,1881000000.0,1881000000.0,115388500000.0,44158900000.0,9573100000.0,,24592000000.0,25200000.0,24566800000.0,2219600000.0,71229600000.0,26548200000.0,,1112000000.0,7200000.0,1104800000.0,3087200000.0,9539700000.0,,,665600000.0,8874100000.0,174449500000.0,54461400000.0,6065700000.0,,1195200000.0,15700000000.0,,15700000000.0,8645000000.0,8645000000.0,5430700000.0,9775300000.0,9775300000.0,7645100000.0,,7645100000.0,5489100000.0,2156000000.0,,,,,119988100000.0,25231000000.0,0.0,,,2374400000.0,,,,9300000.0,725400000.0,8033300000.0,,,83614700000.0,33771400000.0,49843300000.0,,49843300000.0,2024-03-31
940515740.0,940515740.0,16798800000.0,45331100000.0,72198000000.0,44780000000.0,45331100000.0,33700000.0,55432900000.0,71498600000.0,55579400000.0,146500000.0,55432900000.0,53551900000.0,,,1881000000.0,1881000000.0,108534900000.0,33933700000.0,10115000000.0,,16093600000.0,27900000.0,16065700000.0,1189700000.0,74601200000.0,33896000000.0,,705200000.0,5800000.0,699400000.0,3468500000.0,7001300000.0,,,346500000.0,6654800000.0,164114300000.0,44733100000.0,2745800000.0,,971000000.0,14424100000.0,,14424100000.0,8279400000.0,,5466300000.0,10101800000.0,10101800000.0,2739400000.0,,2739400000.0,644000000.0,2095400000.0,,,,,119381200000.0,27185100000.0,0.0,,,1356000000.0,,,,14200000.0,758600000.0,8430900000.0,,,81636400000.0,47444900000.0,34191500000.0,,,2023-09-30
940515740.0,940515740.0,15047200000.0,41336700000.0,67157000000.0,39519600000.0,41336700000.0,5100000.0,52114900000.0,66518200000.0,52246200000.0,131300000.0,52114900000.0,50233900000.0,17246200000.0,49300000.0,1881000000.0,1881000000.0,103127600000.0,30473700000.0,305700000.0,7463800000.0,14407500000.0,4200000.0,14403300000.0,1485700000.0,72653900000.0,84500000.0,369500000.0,639700000.0,900000.0,638800000.0,2991900000.0,24101100000.0,15781700000.0,11200000.0,369500000.0,8308200000.0,155373800000.0,43200300000.0,1200000.0,893700000.0,1094000000.0,1252000000.0,1252000000.0,14085100000.0,8241700000.0,8241700000.0,5523100000.0,10778200000.0,10778200000.0,2553600000.0,-1429500000.0,3983100000.0,499600000.0,61400000.0,2420700000.0,558500000.0,442900000.0,0.0,112173500000.0,-6200000.0,7100000.0,2348600000.0,16073600000.0,2118300000.0,3100000.0,1732200000.0,383000000.0,16524300000.0,14135500000.0,8638300000.0,-611600000.0,9249900000.0,52334000000.0,28952900000.0,23381100000.0,16376700000.0,7004400000.0,2023-03-31
