Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue,Date,Net Policyholder Benefits And Claims
-31352.079475,0.15676,-200000.0,-200000.0,-440500000.0,584000000.0,-340400000.0,-253500000.0,253500000.0,19822200000.0,-440331352.079475,-440500000.0,149471500000.0,,,,,-440500000.0,-440500000.0,-440500000.0,60300000.0,-500800000.0,-500800000.0,-93100000.0,-593900000.0,-3923500000.0,-200000.0,0.0,200000.0,-253500000.0,253500000.0,,53200000.0,584000000.0,43000000.0,43000000.0,149877600000.0,149877600000.0,2024-03-31,
-40551.598727,0.135172,-300000.0,-300000.0,1485600000.0,541300000.0,2242700000.0,-263000000.0,263000000.0,19111700000.0,1485859448.401273,1485600000.0,121588600000.0,345488372.0,345488372.0,4.3,4.3,1485600000.0,1485600000.0,1485600000.0,-226500000.0,1712100000.0,1712100000.0,267600000.0,1979700000.0,-12301000000.0,-300000.0,0.0,300000.0,-263000000.0,263000000.0,,34800000.0,541300000.0,41300000.0,41300000.0,123563300000.0,123563300000.0,2023-12-31,
5910000.0,0.3,19700000.0,19700000.0,1478900000.0,511600000.0,1791900000.0,-209500000.0,209500000.0,19452800000.0,1465110000.0,1478900000.0,100102500000.0,344731935.0,344731935.0,4.29,4.29,1478900000.0,1478900000.0,1478900000.0,-224300000.0,1703200000.0,1703200000.0,-120800000.0,1582400000.0,320300000.0,19700000.0,0.0,-19700000.0,-209500000.0,209500000.0,,-186500000.0,511600000.0,41100000.0,41100000.0,101684900000.0,101684900000.0,2023-09-30,
314525.423729,0.142966,2200000.0,2200000.0,876800000.0,492200000.0,1385300000.0,-205300000.0,205300000.0,18678900000.0,874914525.423729,876800000.0,90505600000.0,345196850.0,345196850.0,2.54,2.54,876800000.0,876800000.0,876800000.0,-134500000.0,1011300000.0,1011300000.0,168700000.0,1180000000.0,-8637800000.0,2200000.0,0.0,-2200000.0,-205300000.0,205300000.0,,26800000.0,492200000.0,39500000.0,39500000.0,91685600000.0,91685600000.0,2023-06-30,
-71748.80219,0.102498,-700000.0,-700000.0,458900000.0,480000000.0,835000000.0,-250600000.0,250600000.0,17222400000.0,459528251.19781,458900000.0,98707800000.0,,,,,458900000.0,458900000.0,458900000.0,-65600000.0,524500000.0,524500000.0,59900000.0,584400000.0,3165000000.0,-700000.0,0.0,700000.0,-250600000.0,250600000.0,,13900000.0,480000000.0,45900000.0,45900000.0,99292200000.0,99292200000.0,2023-03-31,
,,,,,,,,,,,,,345000000.0,345000000.0,6.52,6.52,,,,,,,,,,,,,,,2100000.0,,,,,,,2022-12-31,
71004.126547,0.142008,500000.0,500000.0,1272900000.0,527000000.0,2036000000.0,-218500000.0,218500000.0,21512900000.0,1272471004.126547,1272900000.0,116169600000.0,344959350.0,344959350.0,3.69,3.69,1272900000.0,1272900000.0,1272900000.0,-296500000.0,1559400000.0,1559400000.0,258100000.0,1817500000.0,-8354700000.0,500000.0,0.0,-500000.0,-218500000.0,218500000.0,,28600000.0,527000000.0,26200000.0,26200000.0,117988300000.0,117988300000.0,2024-06-30 00:00:00,
