Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.321015,1873400000.0,0.0,0.0,1247500000.0,,1960200000.0,1873400000.0,1873400000.0,-36100000.0,36100000.0,1247500000.0,1247500000.0,3978800000.0,,,,,1243300000.0,1243300000.0,0.0,1243300000.0,0.0,1243300000.0,-4200000.0,0.0,1247500000.0,589800000.0,1837300000.0,198500000.0,0.0,-36100000.0,36100000.0,1674900000.0,2018600000.0,2555100000.0,,,3693500000.0,1960200000.0,5653700000.0,5653700000.0,2024-03-31
0.0,0.23339,1165500000.0,0.0,0.0,630000000.0,299100000.0,169100000.0,1165500000.0,866400000.0,-44600000.0,44600000.0,630000000.0,630000000.0,3226000000.0,969230769.0,969230769.0,0.65,0.65,630000000.0,630000000.0,0.0,630000000.0,0.0,630000000.0,0.0,0.0,630000000.0,191800000.0,821800000.0,99500000.0,0.0,-44600000.0,44600000.0,766900000.0,3056900000.0,2020400000.0,299100000.0,299100000.0,3823800000.0,169100000.0,3992900000.0,3992900000.0,2023-12-31
0.0,0.265489,867200000.0,0.0,0.0,607000000.0,,328000000.0,867200000.0,867200000.0,-40800000.0,40800000.0,607000000.0,607000000.0,3058300000.0,963492063.0,963492063.0,0.63,0.63,607000000.0,607000000.0,0.0,607000000.0,0.0,607000000.0,0.0,0.0,607000000.0,219400000.0,826400000.0,111500000.0,0.0,-40800000.0,40800000.0,755700000.0,2730300000.0,2062200000.0,,,3486000000.0,328000000.0,3814000000.0,3814000000.0,2023-09-30
0.0,0.239871,661700000.0,0.0,0.0,472800000.0,,475200000.0,661700000.0,661700000.0,-39700000.0,39700000.0,472800000.0,472800000.0,3185600000.0,964897959.0,964897959.0,0.49,0.49,472800000.0,472800000.0,0.0,472800000.0,0.0,472800000.0,0.0,0.0,472800000.0,149200000.0,622000000.0,137900000.0,0.0,-39700000.0,39700000.0,523800000.0,2710400000.0,2082600000.0,,,3234200000.0,475200000.0,3709400000.0,3709400000.0,2023-06-30
28031248.860472,0.240098,1570494000.0,116749000.0,116749000.0,1322063000.0,,7088540000.0,1687243000.0,1687243000.0,171408000.0,-52073000.0,1233345248.860472,1322063000.0,3798924000.0,,,,,1323094000.0,1323094000.0,0.0,1323094000.0,354000.0,1322740000.0,1031000.0,0.0,1321709000.0,417607000.0,1739316000.0,-126467000.0,116723000.0,171408000.0,-52073000.0,1676730000.0,-3289616000.0,-4715281000.0,,,-1612886000.0,7088540000.0,5475654000.0,5475654000.0,2023-03-31
,,,,,,91500000.0,,,,,,,,,966265060.0,966265060.0,0.83,0.83,,,,,,,,,,,,,,,,,,,91500000.0,91500000.0,,,,,2022-12-31
0.0,0.26421,1572300000.0,0.0,0.0,1134000000.0,,326100000.0,1572300000.0,1572300000.0,-31100000.0,31100000.0,1134000000.0,1134000000.0,3430100000.0,969230769.0,969230769.0,1.17,1.17,1134000000.0,1134000000.0,0.0,1134000000.0,0.0,1134000000.0,0.0,0.0,1134000000.0,407200000.0,1541200000.0,68400000.0,0.0,-31100000.0,31100000.0,1505900000.0,3104000000.0,2271800000.0,,,4609900000.0,326100000.0,4936000000.0,4936000000.0,2024-06-30 00:00:00
