Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Prepaid Assets
126871830.0,126871830.0,2309600000.0,27104400000.0,36886000000.0,22562500000.0,27104400000.0,2309600000.0,36886000000.0,36886000000.0,38434800000.0,1548800000.0,36886000000.0,35617300000.0,,,1268700000.0,1268700000.0,22963800000.0,5275700000.0,54100000.0,178700000.0,556500000.0,1816400000.0,1816400000.0,2636300000.0,17688100000.0,1932200000.0,493200000.0,493200000.0,591800000.0,14343500000.0,,19500000.0,14324000000.0,61398600000.0,21148000000.0,305400000.0,,727400000.0,231400000.0,231400000.0,0.0,9781600000.0,2303600000.0,7478000000.0,9751800000.0,,9751800000.0,214300000.0,9537500000.0,,,,,40250600000.0,1632200000.0,,,12470500000.0,,,,,14300000.0,3396500000.0,,,22737100000.0,408200000.0,22328900000.0,,,2024-03-31,
126871830.0,126871830.0,1553800000.0,25899400000.0,35762500000.0,20746900000.0,25899400000.0,1553800000.0,35762500000.0,35762500000.0,37273300000.0,1510800000.0,35762500000.0,34493800000.0,,,1268700000.0,1268700000.0,17895600000.0,4223700000.0,25600000.0,30700000.0,573100000.0,1119700000.0,1119700000.0,2444800000.0,13671900000.0,1499900000.0,434100000.0,434100000.0,555400000.0,10953100000.0,,,10953100000.0,55168900000.0,20750100000.0,347200000.0,,688700000.0,197800000.0,197800000.0,0.0,9863100000.0,2385100000.0,7478000000.0,9333900000.0,,9333900000.0,108400000.0,9225500000.0,,,,,34418800000.0,1911800000.0,,,12636500000.0,,,,,18800000.0,2008500000.0,,,17843200000.0,264400000.0,17578800000.0,,,2023-09-30,
126871830.0,126871830.0,1116700000.0,25244700000.0,35203700000.0,19757200000.0,25244700000.0,1116700000.0,35203700000.0,35203700000.0,36679700000.0,1476100000.0,35203700000.0,678900000.0,31556400000.0,1650300000.0,1268700000.0,1268700000.0,22910100000.0,3934700000.0,80200000.0,33600000.0,588600000.0,850200000.0,850200000.0,2353200000.0,18975400000.0,781300000.0,266500000.0,266500000.0,535200000.0,16782900000.0,92200000.0,283300000.0,16407400000.0,59589800000.0,20857200000.0,215400000.0,0.0,617000000.0,207400000.0,207400000.0,,9959000000.0,2481000000.0,7478000000.0,9471900000.0,-7972300000.0,17444200000.0,247500000.0,1072500000.0,13706600000.0,2270800000.0,146800000.0,0.0,38732600000.0,2337900000.0,35500000.0,672400000.0,15081700000.0,-100000.0,9240900000.0,10300000.0,5830600000.0,1682000000.0,4334400000.0,-1412400000.0,5746800000.0,16926600000.0,148600000.0,16778000000.0,16698800000.0,79200000.0,2023-03-31,
