Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
2800000.0,0.4,281600000.0,7000000.0,7000000.0,-1100000.0,311200000.0,4659100000.0,288600000.0,-22600000.0,-6900000.0,6900000.0,-5300000.0,-1100000.0,8654700000.0,,,,,-1100000.0,-1100000.0,0.0,-1100000.0,0.0,-1100000.0,-1100000.0,-28400000.0,-29500000.0,107700000.0,7000000.0,-6900000.0,6900000.0,-134600000.0,3995600000.0,2431200000.0,311200000.0,311200000.0,3861000000.0,4659100000.0,8520100000.0,8520100000.0,2024-03-31
0.0,0.325188,271200000.0,0.0,0.0,-71800000.0,298100000.0,4514700000.0,271200000.0,-26900000.0,-79500000.0,79500000.0,-71800000.0,-71800000.0,7974800000.0,7542017.0,7542017.0,-9.52,-9.52,-71800000.0,-71800000.0,0.0,-71800000.0,0.0,-71800000.0,-71800000.0,-34600000.0,-106400000.0,98800000.0,0.0,-79500000.0,79500000.0,-132400000.0,3460100000.0,2001700000.0,298100000.0,298100000.0,3327700000.0,4514700000.0,7842400000.0,7842400000.0,2023-12-31
49330285.714286,0.355918,77200000.0,138600000.0,138600000.0,-157800000.0,289200000.0,4056900000.0,215800000.0,-73400000.0,-171600000.0,171600000.0,-247069714.285714,-157800000.0,7491200000.0,7535817.0,7535817.0,-20.94,-20.94,-157800000.0,-157800000.0,0.0,-157800000.0,0.0,-157800000.0,-157800000.0,-87200000.0,-245000000.0,50400000.0,138600000.0,-171600000.0,171600000.0,-259000000.0,3434300000.0,2021800000.0,289200000.0,289200000.0,3175300000.0,4056900000.0,7232200000.0,7232200000.0,2023-09-30
0.0,0.3,408588000.0,,,46134000.0,294234000.0,5649329000.0,408588000.0,114354000.0,-16051000.0,75474000.0,46134000.0,46134000.0,8356550000.0,,,,,46134000.0,46134000.0,0.0,46134000.0,0.0,46134000.0,46134000.0,-7254000.0,38880000.0,-134779000.0,,-16051000.0,75474000.0,128323000.0,2707221000.0,-3187494000.0,294234000.0,203989000.0,2835544000.0,5649329000.0,8484873000.0,8484873000.0,2023-03-31
0.0,0.276559,501200000.0,0.0,0.0,125300000.0,270900000.0,4478700000.0,501200000.0,230300000.0,-57100000.0,57100000.0,125300000.0,125300000.0,7438400000.0,7530048.0,7525526.0,16.64,16.65,125300000.0,125300000.0,0.0,125300000.0,0.0,125300000.0,125300000.0,47900000.0,173200000.0,4900000.0,0.0,-57100000.0,57100000.0,233300000.0,2959700000.0,1738500000.0,270900000.0,270900000.0,3193000000.0,4478700000.0,7671700000.0,7671700000.0,2022-12-31
0.0,0.3,739400000.0,0.0,0.0,126200000.0,358300000.0,6548500000.0,739400000.0,381100000.0,-168900000.0,168900000.0,126200000.0,126200000.0,10734900000.0,7538829.0,7538829.0,16.74,16.74,126200000.0,126200000.0,0.0,126200000.0,0.0,126200000.0,126200000.0,86000000.0,212200000.0,54300000.0,0.0,-168900000.0,168900000.0,331200000.0,4186400000.0,2424700000.0,358300000.0,358300000.0,4517600000.0,6548500000.0,11066100000.0,11066100000.0,2024-06-30 00:00:00
48511544.207524,0.214179,907000000.0,226500000.0,226500000.0,578600000.0,301600000.0,5919400000.0,1133500000.0,831900000.0,-95600000.0,95600000.0,400611544.207524,578600000.0,9584600000.0,7539745.0,7537780.0,76.74,76.76,578600000.0,578600000.0,0.0,578600000.0,0.0,578600000.0,578600000.0,157700000.0,736300000.0,41400000.0,226500000.0,-95600000.0,95600000.0,570400000.0,3665200000.0,2226700000.0,301600000.0,301600000.0,4235600000.0,5919400000.0,10155000000.0,10155000000.0,2023-06-30 00:00:00
