Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-254117611.89697,0.383979,26338500000.0,-560700000.0,-661800000.0,8534100000.0,2328700000.0,85913700000.0,25777800000.0,23449100000.0,-8292300000.0,8292300000.0,9042882388.10303,8534100000.0,111636700000.0,,,,,8534100000.0,8534100000.0,0.0,8534100000.0,-802800000.0,9336900000.0,9336900000.0,5819900000.0,15156800000.0,357100000.0,-661800000.0,560700000.0,,0.0,,-8292300000.0,8292300000.0,23696500000.0,25723000000.0,14340000000.0,2328700000.0,2328700000.0,49419500000.0,85913700000.0,135333200000.0,135333200000.0,2024-03-31
50492289.472614,0.381074,20079600000.0,-5900000.0,132500000.0,5602100000.0,2409200000.0,69530500000.0,20073700000.0,17664500000.0,-7827300000.0,7827300000.0,5381692289.472614,5602100000.0,93244500000.0,2933036649.0,2933036649.0,1.91,1.91,5602100000.0,5602100000.0,0.0,5602100000.0,-486400000.0,6088500000.0,6088500000.0,3748700000.0,9837200000.0,267500000.0,132500000.0,5900000.0,,0.0,,-7827300000.0,7827300000.0,17203600000.0,23714000000.0,12428800000.0,2409200000.0,2409200000.0,40917600000.0,69530500000.0,110448100000.0,110448100000.0,2023-12-31
-148209552.361131,0.386063,19073800000.0,-383900000.0,-383900000.0,5260100000.0,2266100000.0,74353700000.0,18689900000.0,16423800000.0,-7150700000.0,7150700000.0,5495790447.638869,5260100000.0,97310800000.0,2938603352.0,2938603352.0,1.79,1.79,5260100000.0,5260100000.0,0.0,5260100000.0,-433000000.0,5693100000.0,5693100000.0,3580000000.0,9273100000.0,339900000.0,-383900000.0,,,,,-7150700000.0,7150700000.0,16438200000.0,22957100000.0,11904100000.0,2266100000.0,2266100000.0,39395300000.0,74353700000.0,113749000000.0,113749000000.0,2023-09-30
9998663.447951,0.139646,15620600000.0,-5900000.0,71600000.0,5438900000.0,2268900000.0,62497100000.0,15614700000.0,13345800000.0,-6552200000.0,6552200000.0,5299798663.447951,5438900000.0,83697800000.0,2939945946.0,2939945946.0,1.85,1.85,5438900000.0,5438900000.0,0.0,5438900000.0,-406000000.0,5844900000.0,5844900000.0,948700000.0,6793600000.0,441300000.0,71600000.0,5900000.0,,,,-6552200000.0,6552200000.0,12817500000.0,21200700000.0,10782900000.0,2268900000.0,2268900000.0,34018200000.0,62497100000.0,96515300000.0,96515300000.0,2023-06-30
-1772498766.652661,0.338664,25709200000.0,-5162800000.0,-5233800000.0,7525300000.0,2587400000.0,91595800000.0,20546400000.0,17959000000.0,-5511000000.0,5821300000.0,11057601233.34734,7525300000.0,108164900000.0,,,,,7525300000.0,7525300000.0,0.0,7525300000.0,-501800000.0,8027100000.0,8027100000.0,4110600000.0,12137700000.0,-507300000.0,-5601500000.0,-1027400000.0,6607700000.0,,,-5511000000.0,5821300000.0,23308600000.0,16569100000.0,-6509800000.0,2587400000.0,318400000.0,39877700000.0,91595800000.0,131473500000.0,131473500000.0,2023-03-31
,,,,,,,,,,,,,,,2926972477.0,2926972477.0,1.09,1.09,,,,,,,,,,,,9700000.0,0.0,0.0,15100000.0,,,,,,,,,,,,2022-12-31
13694677.710135,0.280629,18995200000.0,48800000.0,48800000.0,5091500000.0,2351200000.0,65947200000.0,19044000000.0,16692800000.0,-9038200000.0,9038200000.0,5056394677.710135,5091500000.0,90480600000.0,2943063584.0,2943063584.0,1.73,1.73,5091500000.0,5091500000.0,0.0,5091500000.0,-415000000.0,5506000000.0,5506500000.0,2148100000.0,7654600000.0,299400000.0,48800000.0,,-48800000.0,0.0,,-9038200000.0,9038200000.0,16333400000.0,24533400000.0,13054400000.0,2351200000.0,2351200000.0,40866800000.0,65947200000.0,106814000000.0,106814000000.0,2024-06-30 00:00:00
