Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-19160000.0,0.4,-23500000.0,-47900000.0,-47900000.0,-571900000.0,244500000.0,153200000.0,-71400000.0,-315900000.0,-30700000.0,30700000.0,-543160000.0,-571900000.0,524800000.0,,,,,-571900000.0,-571900000.0,0.0,-571900000.0,-573800000.0,-573800000.0,227200000.0,-346600000.0,8200000.0,-47900000.0,,,-30700000.0,30700000.0,-276100000.0,371600000.0,112300000.0,244500000.0,244500000.0,95500000.0,153200000.0,248700000.0,248700000.0,2024-03-31
-301620000.0,0.3,-21800000.0,-1005400000.0,-1005400000.0,-546400000.0,38900000.0,9700000.0,-1027200000.0,-1066100000.0,-4400000.0,4400000.0,157380000.0,-546400000.0,65900000.0,39508315.0,39508315.0,-13.83,-13.83,-546400000.0,-546400000.0,0.0,-546400000.0,-546400000.0,-546400000.0,-524100000.0,-1070500000.0,200000.0,-1005400000.0,36800000.0,968600000.0,-4400000.0,4400000.0,-60800000.0,56200000.0,14000000.0,38900000.0,38900000.0,-4600000.0,9700000.0,5100000.0,5100000.0,2023-12-31
0.0,0.251894,-8300000.0,0.0,0.0,-39500000.0,38800000.0,4200000.0,-8300000.0,-47100000.0,-5700000.0,5700000.0,-39500000.0,-39500000.0,50100000.0,37521018.0,37521018.0,-1.02,-1.02,-39500000.0,-39500000.0,0.0,-39500000.0,-39500000.0,-39500000.0,-13300000.0,-52800000.0,,0.0,,,-5700000.0,5700000.0,-47100000.0,45900000.0,5000000.0,38800000.0,38800000.0,-1200000.0,4200000.0,3000000.0,3000000.0,2023-09-30
0.0,0.121265,-12300000.0,0.0,0.0,-50000000.0,38000000.0,10200000.0,-12300000.0,-50300000.0,-6600000.0,6600000.0,-50000000.0,-50000000.0,53300000.0,38759690.0,38759690.0,-1.29,-1.29,-50000000.0,-50000000.0,0.0,-50000000.0,-50000000.0,-50000000.0,-6900000.0,-56900000.0,1200000.0,0.0,,,-6600000.0,6600000.0,-51500000.0,43100000.0,3400000.0,38000000.0,38000000.0,-8400000.0,10200000.0,1800000.0,1800000.0,2023-06-30
-8928000.0,0.3,22298000.0,-29760000.0,-29760000.0,-53659000.0,37849000.0,1056000.0,-7462000.0,-45311000.0,18571000.0,5555000.0,-32827000.0,-53659000.0,15229000.0,,,,,-53659000.0,-53659000.0,0.0,-53659000.0,-53659000.0,-53659000.0,2793000.0,-50866000.0,-18699000.0,-29760000.0,,,18571000.0,5555000.0,-14086000.0,14173000.0,-42694000.0,37849000.0,37788000.0,87000.0,1056000.0,1143000.0,1143000.0,2023-03-31
,,,,,,,,,,,,,,,38156425.0,38156425.0,-1.79,-1.79,,,,,,,,,5900000.0,,13600000.0,,,,,,,,,,,,,2022-12-31
0.0,0.280729,442000000.0,0.0,0.0,228800000.0,77400000.0,497100000.0,442000000.0,364600000.0,-46500000.0,46500000.0,228800000.0,228800000.0,753700000.0,42214022.0,42214022.0,5.42,5.42,228800000.0,228800000.0,0.0,228800000.0,228800000.0,228800000.0,89300000.0,318100000.0,2300000.0,0.0,,,-46500000.0,46500000.0,362300000.0,256600000.0,145200000.0,77400000.0,77400000.0,618900000.0,497100000.0,1116000000.0,1116000000.0,2024-06-30 00:00:00
