Treasury Shares Number,Preferred Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
5086733.0,,465293829.0,470380562.0,4177900000.0,7684500000.0,22773900000.0,-4893400000.0,7684500000.0,1977600000.0,20573600000.0,21653500000.0,20323800000.0,-249800000.0,20573600000.0,20103200000.0,,,,,470400000.0,470400000.0,,43843300000.0,10031300000.0,6125400000.0,,,,,529500000.0,2548800000.0,1468900000.0,1079900000.0,778200000.0,33812000000.0,8414000000.0,,1629100000.0,508700000.0,1120400000.0,437100000.0,,22027100000.0,,,460100000.0,21567000000.0,64167100000.0,35248500000.0,927400000.0,,,,2430000000.0,,1334300000.0,1334300000.0,,140600000.0,,12889100000.0,1783900000.0,11105200000.0,15406100000.0,,15406100000.0,52800000.0,15353300000.0,,,,,28918600000.0,6199200000.0,,,,,404200000.0,,,3700000.0,6457100000.0,,,15854400000.0,9687200000.0,6167200000.0,,,2024-03-31
5689939.0,125000000.0,464690623.0,470380562.0,4617400000.0,5496700000.0,21034200000.0,-4609500000.0,5496700000.0,1820800000.0,18237600000.0,19534900000.0,17885500000.0,-352100000.0,18237600000.0,17767200000.0,,,,,470400000.0,470400000.0,0.0,44469300000.0,10181800000.0,6507900000.0,,,,,275600000.0,2600200000.0,1302900000.0,1297300000.0,758700000.0,34287500000.0,7486700000.0,,2017200000.0,517900000.0,1499300000.0,639600000.0,,22898100000.0,,,260900000.0,22637200000.0,62354800000.0,32676800000.0,901900000.0,,,,2699600000.0,,610300000.0,610300000.0,,111700000.0,,12740900000.0,1659800000.0,11081100000.0,13764000000.0,,13764000000.0,29800000.0,13734200000.0,,,,,29678000000.0,5895900000.0,,,,,381900000.0,,,3400000.0,8311100000.0,,,15085700000.0,9931800000.0,5153900000.0,,,2023-09-30
6250000.0,125000000.0,464130562.0,470380562.0,5387250000.0,4547350000.0,21047300000.0,-5984070000.0,4547350000.0,1473370000.0,17133420000.0,18565840000.0,16746620000.0,-386800000.0,17133420000.0,267960000.0,5373840000.0,437130000.0,-13153040000.0,23095350000.0,470380000.0,470380000.0,0.0,40089180000.0,10148510000.0,46330000.0,0.0,761640000.0,0.0,6647220000.0,270670000.0,2378460000.0,946040000.0,1432420000.0,761640000.0,29940670000.0,291970000.0,246730000.0,3008790000.0,527330000.0,2481460000.0,395490000.0,395490000.0,18745000000.0,854660000.0,24700000.0,246730000.0,17865640000.0,56835800000.0,32879200000.0,896720000.0,0.0,237020000.0,882420000.0,3120950000.0,0.0,760110000.0,322440000.0,437670000.0,136410000.0,136410000.0,12586070000.0,1566320000.0,11019750000.0,13441810000.0,-5891740000.0,19333550000.0,43900000.0,526580000.0,3701800000.0,8777860000.0,6283410000.0,0.0,23956600000.0,121230000.0,0.0,87610000.0,57260000.0,7182490000.0,301470000.0,5960000.0,295510000.0,704990000.0,5674990000.0,-554880000.0,6229870000.0,9826560000.0,4199340000.0,5627220000.0,428560000.0,5198660000.0,2023-03-31
