Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
3692965.561224,0.245217,82340000.0,15060000.0,15060000.0,45010000.0,31230000.0,97400000.0,66170000.0,860000.0,3450000.0,4310000.0,33642965.561224,45010000.0,1322320000.0,2280000.0,45010000.0,45010000.0,0.0,45010000.0,-2330000.0,47340000.0,47340000.0,15380000.0,62720000.0,-250000.0,-290000.0,-40000.0,330000.0,860000.0,3450000.0,4310000.0,47100000.0,1322320000.0,691410000.0,31230000.0,20530000.0,10700000.0,253060000.0,241130000.0,11930000.0,2280000.0,1369420000.0,1369420000.0,2023-03-31,,,,
6635018.859552,0.175949,171920000.0,37710000.0,37710000.0,148560000.0,23480000.0,209630000.0,186150000.0,-5870000.0,5870000.0,,117485018.859552,148560000.0,1674260000.0,,148560000.0,148560000.0,0.0,148560000.0,0.0,148560000.0,148560000.0,31720000.0,180280000.0,24020000.0,37710000.0,-37710000.0,,-5870000.0,5870000.0,,144520000.0,1674260000.0,1271120000.0,23480000.0,,23480000.0,,,,,1818780000.0,1818780000.0,2024-06-30 00:00:00,390947368.0,380923077.0,0.38,0.39
0.0,0.3,118400000.0,0.0,0.0,87510000.0,29930000.0,118400000.0,88470000.0,-5300000.0,5300000.0,,87510000.0,87510000.0,1495630000.0,,87510000.0,87510000.0,0.0,87510000.0,3880000.0,83630000.0,83630000.0,-460000.0,83170000.0,18530000.0,0.0,,,-5300000.0,5300000.0,,69940000.0,1495630000.0,1112440000.0,29930000.0,,29930000.0,,,,,1565570000.0,1565570000.0,2023-06-30 00:00:00,387423170.0,387423170.0,0.225877,0.225877
