Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
17137860.0,17137860.0,1286047000.0,1350861000.0,1033537000.0,2534612000.0,360350000.0,1033537000.0,61544000.0,1245295000.0,1478782000.0,1245295000.0,1245295000.0,1211019000.0,,,34276000.0,34276000.0,2064935000.0,335778000.0,282995000.0,49508000.0,233487000.0,51833000.0,1729157000.0,72245000.0,1067866000.0,12036000.0,1055830000.0,,35305000.0,482704000.0,,,9868000.0,472836000.0,3310230000.0,1220723000.0,4951000.0,,21073000.0,74048000.0,74048000.0,211758000.0,211758000.0,908869000.0,,908869000.0,81605000.0,827264000.0,,,,,2089507000.0,153682000.0,0.0,,,967189000.0,,,,,319000.0,0.0,891581000.0,,,76736000.0,73466000.0,3270000.0,,2024-03-31,
17123978.0,17123978.0,1042605000.0,1111953000.0,958167000.0,2227021000.0,360168000.0,958167000.0,62012000.0,1177080000.0,1385526000.0,1177080000.0,1177080000.0,1142832000.0,,,34248000.0,34248000.0,1848510000.0,314155000.0,259928000.0,51482000.0,208446000.0,52202000.0,1534355000.0,84677000.0,852025000.0,10530000.0,841495000.0,,21750000.0,477900000.0,,,0.0,477900000.0,3025590000.0,1131067000.0,11768000.0,,19503000.0,14408000.0,14408000.0,218913000.0,218913000.0,866388000.0,,866388000.0,83670000.0,782718000.0,,,,,1894523000.0,177043000.0,0.0,,,988333000.0,,,,,90000.0,19259000.0,609992000.0,,,99806000.0,92470000.0,7336000.0,,2023-09-30,
17123978.0,17123978.0,1044679000.0,1047517000.0,912162000.0,2163079000.0,347354000.0,912162000.0,1582000.0,1117144000.0,1360482000.0,1117144000.0,1117144000.0,7645000.0,198271000.0,222615000.0,34248000.0,34248000.0,1805688000.0,297414000.0,243338000.0,0.0,243338000.0,52051000.0,1508274000.0,19174000.0,804179000.0,1582000.0,802597000.0,6574000.0,26917000.0,571696000.0,37763000.0,2767000.0,0.0,531166000.0,2922832000.0,1067204000.0,5169000.0,12662000.0,47098000.0,3512000.0,3512000.0,204982000.0,204982000.0,797452000.0,-228532000.0,1025984000.0,68741000.0,1386000.0,583986000.0,315354000.0,56517000.0,0.0,1855628000.0,154280000.0,5784000.0,46733000.0,13926000.0,924424000.0,14466000.0,1142000.0,378444000.0,530372000.0,1359000.0,15219000.0,675611000.0,-72902000.0,748513000.0,33511000.0,32255000.0,1256000.0,1256000.0,2023-03-31,
