Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,159362667.0,159362667.0,1470415000.0,1493597000.0,1858824000.0,3611578000.0,631950000.0,1858824000.0,,2117981000.0,2777966000.0,2244194000.0,126213000.0,2117981000.0,1797202000.0,,,320779000.0,320779000.0,2150232000.0,774133000.0,18353000.0,,,64083000.0,659985000.0,,659985000.0,31712000.0,1376099000.0,41100000.0,833612000.0,,833612000.0,,5465000.0,230102000.0,,25167000.0,204935000.0,4394426000.0,2386377000.0,21757000.0,,18370000.0,13689000.0,13689000.0,259157000.0,259157000.0,2073404000.0,,2073404000.0,18752000.0,2054652000.0,,,,,2008049000.0,204923000.0,,1204170000.0,,,,,0.0,375189000.0,,,223767000.0,200585000.0,23182000.0,,,2024-03-31
,88672500.0,88672500.0,962305000.0,1078988000.0,1552354000.0,2766819000.0,690538000.0,1552354000.0,,1687831000.0,2114249000.0,1800611000.0,112780000.0,1687831000.0,1510486000.0,,,177345000.0,177345000.0,1758054000.0,513557000.0,31378000.0,,,34097000.0,426418000.0,,426418000.0,21664000.0,1244497000.0,35815000.0,652570000.0,,652570000.0,,3999000.0,261765000.0,,51281000.0,210484000.0,3558665000.0,1623630000.0,21249000.0,,8119000.0,9166000.0,9166000.0,135477000.0,135477000.0,1449619000.0,,1449619000.0,243955000.0,1205664000.0,,,,,1935035000.0,84917000.0,,777517000.0,,,,,0.0,798092000.0,,,274509000.0,157826000.0,116683000.0,,,2023-09-30
0.0,88672500.0,88672500.0,814530000.0,948397000.0,1477614000.0,2559870000.0,844486000.0,1477614000.0,1618000.0,1613091000.0,1947347000.0,1697003000.0,83912000.0,1613091000.0,76000000.0,633509000.0,536997000.0,177345000.0,177345000.0,1814544000.0,598257000.0,86869000.0,24637000.0,117500000.0,34995000.0,334256000.0,0.0,334256000.0,24637000.0,1216287000.0,20729000.0,614141000.0,1618000.0,612523000.0,8937000.0,3845000.0,570455000.0,236160000.0,23666000.0,310629000.0,3511547000.0,1450774000.0,443000.0,16475000.0,7980000.0,14211000.0,14211000.0,135477000.0,135477000.0,1276188000.0,-547140000.0,1823328000.0,93956000.0,496303000.0,886707000.0,218135000.0,128227000.0,0.0,2060773000.0,51996000.0,48923000.0,759416000.0,8497000.0,590450000.0,160469000.0,123805000.0,0.0,972971000.0,0.0,972971000.0,155658000.0,23409000.0,132249000.0,3722000.0,128527000.0,2023-03-31
