Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Cash Equivalents,Cash Financial
0.0,5396250.0,5396250.0,,55400000.0,802500000.0,857900000.0,613700000.0,802500000.0,802500000.0,803200000.0,802500000.0,802500000.0,748500000.0,54000000.0,54000000.0,156500000.0,20600000.0,600000.0,700000.0,700000.0,19300000.0,135900000.0,15400000.0,54700000.0,54700000.0,3100000.0,56400000.0,0.0,56400000.0,959000000.0,209400000.0,7500000.0,41300000.0,67500000.0,67500000.0,0.0,92100000.0,92100000.0,500000.0,91600000.0,749600000.0,63000000.0,278500000.0,143700000.0,264400000.0,143000000.0,121400000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
,5396250.0,5396250.0,,59400000.0,806500000.0,865900000.0,637900000.0,806500000.0,806500000.0,806500000.0,806500000.0,806500000.0,752500000.0,54000000.0,54000000.0,166900000.0,18200000.0,400000.0,0.0,0.0,17800000.0,148700000.0,12900000.0,59400000.0,59400000.0,3200000.0,63600000.0,0.0,63600000.0,973400000.0,186800000.0,7400000.0,41400000.0,38700000.0,38700000.0,0.0,96200000.0,,,,786600000.0,55100000.0,284600000.0,144600000.0,302300000.0,143100000.0,159200000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
,5396250.0,5396250.0,29500000.0,94700000.0,797300000.0,892000000.0,532700000.0,797300000.0,797300000.0,797300000.0,797300000.0,797300000.0,743300000.0,54000000.0,54000000.0,202800000.0,17700000.0,500000.0,0.0,0.0,17200000.0,185100000.0,14700000.0,94700000.0,94700000.0,3700000.0,59600000.0,0.0,59600000.0,1000100000.0,282300000.0,7600000.0,45700000.0,126600000.0,126600000.0,0.0,99300000.0,,,,717800000.0,54400000.0,277200000.0,92600000.0,293600000.0,228400000.0,65200000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
