Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.236413,335810000000.0,,,189510000000.0,1670330000000.0,335810000000.0,335810000000.0,-57610000000.0,57610000000.0,189510000000.0,189510000000.0,2075860000000.0,,,,,189510000000.0,189510000000.0,0.0,189510000000.0,-22920000000.0,212430000000.0,0.0,212430000000.0,65770000000.0,278200000000.0,45340000000.0,,-57610000000.0,57610000000.0,289470000000.0,405530000000.0,337350000000.0,695000000000.0,1670330000000.0,2365330000000.0,2365330000000.0,2024-03-31
0.0,0.24417,317750000000.0,,,172650000000.0,1604050000000.0,317750000000.0,317750000000.0,-57890000000.0,57890000000.0,172650000000.0,172650000000.0,1973330000000.0,6765282132.0,6765282132.0,25.52,25.52,172650000000.0,172650000000.0,0.0,172650000000.0,-23760000000.0,196410000000.0,0.0,196410000000.0,63450000000.0,259860000000.0,38690000000.0,,-57890000000.0,57890000000.0,277530000000.0,369280000000.0,306150000000.0,646810000000.0,1604050000000.0,2250860000000.0,2250860000000.0,2023-12-31
0.0,0.251328,322820000000.0,,,173940000000.0,1652940000000.0,322820000000.0,322820000000.0,-57310000000.0,57310000000.0,173940000000.0,173940000000.0,2035030000000.0,6765460910.0,6765460910.0,25.71,25.71,173940000000.0,173940000000.0,0.0,173940000000.0,-24840000000.0,198780000000.0,0.0,198780000000.0,66730000000.0,265510000000.0,38410000000.0,,-57310000000.0,57310000000.0,283830000000.0,382090000000.0,322620000000.0,665920000000.0,1652940000000.0,2318860000000.0,2318860000000.0,2023-09-30
0.0,0.2508,302070000000.0,,,160110000000.0,1434430000000.0,302070000000.0,302070000000.0,-58370000000.0,58370000000.0,160110000000.0,160110000000.0,1812410000000.0,6767117498.0,6767117498.0,23.66,23.66,160110000000.0,160110000000.0,0.0,160110000000.0,-22470000000.0,182580000000.0,0.0,182580000000.0,61120000000.0,243700000000.0,38130000000.0,,-58370000000.0,58370000000.0,263180000000.0,377980000000.0,311970000000.0,641160000000.0,1434430000000.0,2075590000000.0,2075590000000.0,2023-06-30
0.0,0.115576,299330000000.0,0.0,0.0,192990000000.0,1485590000000.0,299330000000.0,299330000000.0,-58190000000.0,58190000000.0,192990000000.0,192990000000.0,1859610000000.0,,,,,192990000000.0,192990000000.0,0.0,192990000000.0,-20280000000.0,213270000000.0,,213270000000.0,27870000000.0,241140000000.0,29180000000.0,0.0,-58190000000.0,58190000000.0,269840000000.0,374020000000.0,309310000000.0,643860000000.0,1485590000000.0,2129450000000.0,2129450000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,6766066838.0,6766066838.0,23.34,23.34,,,,,,,1000000000.0,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.249032,291520000000.0,,,151380000000.0,1670540000000.0,291520000000.0,291520000000.0,-59180000000.0,59180000000.0,151380000000.0,151380000000.0,2066150000000.0,6767098793.0,6767098793.0,22.37,22.37,151380000000.0,151380000000.0,0.0,151380000000.0,-23070000000.0,174450000000.0,,174450000000.0,57860000000.0,232340000000.0,39830000000.0,,-59180000000.0,59180000000.0,251690000000.0,395610000000.0,324900000000.0,647300000000.0,1670540000000.0,2317840000000.0,2317840000000.0,2024-06-30 00:00:00
0.0,0.237089,310540000000.0,,,165630000000.0,1657820000000.0,310540000000.0,310540000000.0,-60170000000.0,60170000000.0,165630000000.0,165630000000.0,2053570000000.0,,,,,165630000000.0,165630000000.0,0.0,165630000000.0,-27600000000.0,193230000000.0,,193230000000.0,59360000000.0,250370000000.0,48760000000.0,,-60170000000.0,60170000000.0,261780000000.0,395750000000.0,329260000000.0,657530000000.0,1657820000000.0,2315350000000.0,2315350000000.0,2024-09-30 00:00:00
