Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,43657000000.0,0.0,0.0,-76746000000.0,57513000000.0,43320000000.0,43657000000.0,-13856000000.0,-62803000000.0,62803000000.0,-76746000000.0,-76746000000.0,119898000000.0,,,,,-76746000000.0,-76746000000.0,0.0,-76746000000.0,-76746000000.0,-76746000000.0,87000000.0,-76659000000.0,325000000.0,0.0,,-62803000000.0,62803000000.0,-14155000000.0,76578000000.0,2216000000.0,57513000000.0,57513000000.0,11733000000.0,11733000000.0,62423000000.0,43320000000.0,105743000000.0,105743000000.0,2024-03-31
865072.208625,0.000115,43742000000.0,7555000000.0,7555000000.0,-69859000000.0,55984000000.0,43112000000.0,51297000000.0,-4687000000.0,-65180000000.0,65180000000.0,-77413134927.79138,-69859000000.0,119206000000.0,48513194444.0,48513194444.0,-1.44,-1.44,-69859000000.0,-69859000000.0,0.0,-69859000000.0,-69859000000.0,-69859000000.0,-8000000.0,-69867000000.0,249000000.0,7555000000.0,-7555000000.0,-65180000000.0,65180000000.0,-12480000000.0,76094000000.0,2532000000.0,55984000000.0,55984000000.0,12151000000.0,12151000000.0,63614000000.0,43112000000.0,106726000000.0,106726000000.0,2023-12-31
0.0,0.3,43161000000.0,0.0,0.0,-87379000000.0,56673000000.0,44985000000.0,43161000000.0,-13512000000.0,-65690000000.0,65690000000.0,-87379000000.0,-87379000000.0,120999000000.0,48815083799.0,48815083799.0,-1.79,-1.79,-87379000000.0,-87379000000.0,0.0,-87379000000.0,-87379000000.0,-87379000000.0,8177000000.0,-79202000000.0,345000000.0,0.0,,-65690000000.0,65690000000.0,-13845000000.0,76014000000.0,2371000000.0,56673000000.0,56673000000.0,11631000000.0,11631000000.0,62169000000.0,44985000000.0,107154000000.0,107154000000.0,2023-09-30
0.0,0.3,41777000000.0,0.0,0.0,-78400000000.0,56165000000.0,44746000000.0,41777000000.0,-14388000000.0,-63982000000.0,63982000000.0,-78400000000.0,-78400000000.0,120699000000.0,48695652174.0,48695652174.0,-1.61,-1.61,-78400000000.0,-78400000000.0,0.0,-78400000000.0,-78400000000.0,-78400000000.0,30000000.0,-78370000000.0,213000000.0,0.0,,-63982000000.0,63982000000.0,-14595000000.0,75953000000.0,2298000000.0,56165000000.0,56165000000.0,12938000000.0,12938000000.0,61358000000.0,44746000000.0,106104000000.0,106104000000.0,2023-06-30
0.0,0.000732,37247000000.0,,,-64189000000.0,57037000000.0,43797000000.0,37247000000.0,-19790000000.0,-44053000000.0,44446000000.0,-64189000000.0,-64189000000.0,119501000000.0,,,,,-64189000000.0,-64189000000.0,0.0,-64189000000.0,-64189000000.0,-64189000000.0,-47000000.0,-64236000000.0,-1823000000.0,,,-44053000000.0,44446000000.0,-14406000000.0,75704000000.0,747000000.0,57037000000.0,-30876000000.0,13286000000.0,12499000000.0,61298000000.0,43797000000.0,105095000000.0,105095000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,32612244898.0,32612244898.0,-2.45,-2.45,,,,,,,,,,0.0,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,44611000000.0,0.0,0.0,-64321000000.0,53691000000.0,43712000000.0,44611000000.0,-9080000000.0,-55186000000.0,55186000000.0,-64321000000.0,-64321000000.0,116514000000.0,63059803922.0,63059803922.0,-1.02,-1.02,-64321000000.0,-64321000000.0,0.0,-64321000000.0,-64321000000.0,-64321000000.0,55000000.0,-64266000000.0,2563000000.0,0.0,,-55186000000.0,55186000000.0,-11644000000.0,72802000000.0,2503000000.0,53691000000.0,53691000000.0,11354000000.0,11354000000.0,61158000000.0,43712000000.0,104870000000.0,104870000000.0,2024-06-30 00:00:00
