Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Prepaid Assets,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
12872493.0,12872493.0,50100000.0,74200000.0,-633600000.0,-559400000.0,17200000.0,-633600000.0,-633600000.0,-559400000.0,-633600000.0,-633600000.0,-775600000.0,,,142000000.0,142000000.0,909100000.0,902200000.0,,,,14300000.0,74200000.0,74200000.0,600000.0,6900000.0,,,6900000.0,4500000.0,2400000.0,275500000.0,251300000.0,,239000000.0,239000000.0,0.0,8800000.0,,,3500000.0,,3500000.0,0.0,3500000.0,,,,,24100000.0,,,0.0,,,24100000.0,24100000.0,,2024-03-31
12872493.0,12872493.0,110500000.0,111000000.0,-528000000.0,-417000000.0,-6600000.0,-528000000.0,-528000000.0,-417000000.0,-528000000.0,-528000000.0,-670000000.0,,,142000000.0,142000000.0,1082800000.0,1075700000.0,,,,25800000.0,111000000.0,111000000.0,300000.0,7100000.0,,,7100000.0,4600000.0,2500000.0,554800000.0,554300000.0,,541900000.0,541900000.0,,8800000.0,,,3600000.0,,3600000.0,,3600000.0,,,,,500000.0,,0.0,,,,500000.0,500000.0,,2023-09-30
12872493.0,12872493.0,114423000.0,114901000.0,-628552000.0,-513630000.0,-16361000.0,-628552000.0,-628531000.0,-547230000.0,-628531000.0,-628531000.0,-770500000.0,-226949000.0,163000.0,141963000.0,141963000.0,1090170000.0,885464000.0,1000.0,243000.0,8169000.0,15859000.0,81301000.0,81301000.0,200000.0,204706000.0,33600000.0,33600000.0,2150000.0,4600000.0,2150000.0,461639000.0,273293000.0,0.0,260929000.0,260929000.0,,8816000.0,21000.0,21000.0,3527000.0,-521000.0,4049000.0,0.0,3500000.0,526000.0,0.0,3523000.0,0.0,188345000.0,187867000.0,0.0,0.0,0.0,0.0,478000.0,478000.0,478000.0,2023-03-31
