Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
480616784.0,480616784.0,112342000000.0,116318000000.0,111721800000.0,236467400000.0,6932700000.0,111721800000.0,467700000.0,120617100000.0,219781100000.0,125975000000.0,5357900000.0,120617100000.0,115810900000.0,,,4806200000.0,4806200000.0,207949800000.0,129818900000.0,14456800000.0,3457100000.0,,12336500000.0,99559000000.0,395000000.0,99164000000.0,78130900000.0,7350600000.0,,16759000000.0,72700000.0,16686300000.0,2017400000.0,19357200000.0,,,1238000000.0,18119200000.0,333924800000.0,248861200000.0,4207600000.0,,663800000.0,1117000000.0,,1117000000.0,,0.0,8895300000.0,7184600000.0,1710700000.0,233851100000.0,,233851100000.0,24723600000.0,209127500000.0,,,,,85063600000.0,1697100000.0,,,8004500000.0,,,,,,21908600000.0,,,53453400000.0,49945100000.0,3508300000.0,,,2024-03-31,
480616784.0,480616784.0,102678200000.0,106848800000.0,109437100000.0,224900800000.0,16713100000.0,109437100000.0,467800000.0,118519800000.0,213389200000.0,123572500000.0,5052700000.0,118519800000.0,113713600000.0,,,4806200000.0,4806200000.0,196367800000.0,123052200000.0,13968500000.0,2868600000.0,,10935100000.0,95272600000.0,403200000.0,94869400000.0,73315600000.0,6958600000.0,,11576200000.0,64600000.0,11511600000.0,2868000000.0,25583000000.0,,,2417200000.0,23165800000.0,319940300000.0,229911600000.0,4628700000.0,,419700000.0,1406600000.0,,1406600000.0,,62200000.0,9082700000.0,7372000000.0,1710700000.0,213986400000.0,,213986400000.0,19774700000.0,194211700000.0,,,,,90028700000.0,2481700000.0,,,9767400000.0,,,,,,26851100000.0,,,50928500000.0,47225700000.0,3702800000.0,,,2023-09-30,
480616784.0,480616784.0,103078400000.0,105414100000.0,100826000000.0,215060700000.0,5227600000.0,100826000000.0,453400000.0,110100000000.0,199123200000.0,114866500000.0,4766500000.0,110100000000.0,105293800000.0,67021700000.0,612400000.0,4806200000.0,4806200000.0,184235300000.0,114935000000.0,13724600000.0,2684100000.0,13146600000.0,9687900000.0,89416400000.0,393200000.0,89023200000.0,69300300000.0,6772400000.0,1785700000.0,15997700000.0,60200000.0,15937500000.0,2640600000.0,27322900000.0,11984100000.0,112100000.0,1785700000.0,15226700000.0,299101800000.0,224573900000.0,3610400000.0,4720200000.0,386500000.0,403400000.0,158900000.0,244000000.0,500000.0,93900000.0,9274000000.0,7563300000.0,1710700000.0,209570900000.0,-115820200000.0,325391100000.0,26246900000.0,702700000.0,267823500000.0,21145100000.0,9472900000.0,0.0,74527900000.0,1435100000.0,427000000.0,3470800000.0,8202800000.0,3466300000.0,564300000.0,232000000.0,3940200000.0,29078300000.0,22463300000.0,-2045000000.0,24508300000.0,10885700000.0,9003400000.0,1882300000.0,0.0,1882300000.0,2023-03-31,
