Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Payable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
362504035.0,362504035.0,31420000000.0,32420000000.0,51050000000.0,84740000000.0,-1080000000.0,51050000000.0,580000000.0,52900000000.0,68140000000.0,52910000000.0,10000000.0,52900000000.0,51090000000.0,,,1810000000.0,1810000000.0,43250000000.0,17480000000.0,1750000000.0,,,15730000000.0,490000000.0,15240000000.0,25770000000.0,950000000.0,16690000000.0,90000000.0,16600000000.0,,400000000.0,5210000000.0,,5210000000.0,96160000000.0,71470000000.0,1020000000.0,,1440000000.0,230000000.0,,,1850000000.0,1850000000.0,,66930000000.0,,66930000000.0,10520000000.0,56410000000.0,,,,,24690000000.0,400000000.0,,,11600000000.0,,,,,80000000.0,770000000.0,8260000000.0,3580000000.0,3160000000.0,420000000.0,,,2024-03-31,,,,
362504035.0,362504035.0,29910000000.0,32070000000.0,48790000000.0,81850000000.0,1480000000.0,48790000000.0,510000000.0,50290000000.0,64250000000.0,50300000000.0,10000000.0,50290000000.0,48480000000.0,,,1810000000.0,1810000000.0,42180000000.0,16580000000.0,2200000000.0,,,14380000000.0,420000000.0,13960000000.0,25600000000.0,1060000000.0,17690000000.0,90000000.0,17600000000.0,,340000000.0,6490000000.0,,6490000000.0,92480000000.0,65400000000.0,880000000.0,,880000000.0,240000000.0,,,1500000000.0,1500000000.0,,61900000000.0,,61900000000.0,10570000000.0,51330000000.0,,,,,27080000000.0,330000000.0,,,11960000000.0,,,,,,620000000.0,7850000000.0,6320000000.0,4670000000.0,1650000000.0,,,2023-09-30,,,,
362504035.0,362504035.0,26752300000.0,29073100000.0,48113700000.0,77941100000.0,-3240400000.0,48113700000.0,332800000.0,49200800000.0,55547900000.0,49208000000.0,7200000.0,49200800000.0,47390000000.0,29808800000.0,13487800000.0,1812500000.0,1812500000.0,36601000000.0,8767800000.0,2170000000.0,1300000.0,2166800000.0,6599700000.0,252600000.0,6347100000.0,27833200000.0,325500000.0,22473400000.0,80200000.0,22393200000.0,277600000.0,21000000.0,4068600000.0,19300000.0,4049300000.0,85809000000.0,61216200000.0,2600000.0,427900000.0,527800000.0,169100000.0,28200000.0,140900000.0,1087100000.0,1087100000.0,0.0,59001700000.0,-14239600000.0,73241300000.0,10406900000.0,1897400000.0,52342200000.0,5868700000.0,2726100000.0,0.0,24592800000.0,520000000.0,19300000.0,265000000.0,10310500000.0,158100000.0,3548200000.0,2744600000.0,3859600000.0,560000000.0,2045100000.0,9404900000.0,1988000000.0,2140000000.0,1988000000.0,313500000.0,1674500000.0,2023-03-31,,,,
