Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
14475126.0,14475126.0,953067000.0,1440290000.0,586286000.0,1739293000.0,-186399000.0,586286000.0,409509000.0,708512000.0,1593474000.0,708512000.0,708512000.0,563761000.0,144751000.0,144751000.0,1843844000.0,1272042000.0,84119000.0,1178953000.0,293991000.0,884962000.0,8970000.0,571802000.0,87877000.0,261337000.0,115518000.0,145819000.0,361000.0,60387000.0,0.0,60387000.0,2552356000.0,2166953000.0,38663000.0,38663000.0,122226000.0,122226000.0,1981689000.0,1981689000.0,1981689000.0,385403000.0,233090000.0,25637000.0,126676000.0,48962000.0,77714000.0,2024-03-31
14475126.0,14475126.0,,233383000.0,489441000.0,751876000.0,266939000.0,489441000.0,106528000.0,625021000.0,723225000.0,625021000.0,625021000.0,480270000.0,144751000.0,144751000.0,406113000.0,194175000.0,26027000.0,159841000.0,61637000.0,98204000.0,8307000.0,211938000.0,41486000.0,73542000.0,44891000.0,28651000.0,353000.0,52482000.0,16341000.0,36141000.0,1031134000.0,552257000.0,0.0,,135580000.0,135580000.0,416677000.0,416677000.0,416677000.0,478877000.0,16413000.0,15704000.0,446760000.0,77221000.0,369539000.0,2023-09-30
14475126.0,14475126.0,,58879000.0,358894000.0,499977000.0,120598000.0,358894000.0,52903000.0,494001000.0,496112000.0,494001000.0,494001000.0,349250000.0,144751000.0,144751000.0,190072000.0,49327000.0,8907000.0,32677000.0,30566000.0,2111000.0,7743000.0,140745000.0,32618000.0,26202000.0,22337000.0,3865000.0,353000.0,25013000.0,,25013000.0,684073000.0,422730000.0,0.0,,135107000.0,135107000.0,284925000.0,284925000.0,284925000.0,261343000.0,9748000.0,6045000.0,245550000.0,82419000.0,163131000.0,2023-03-31
