Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
44361111.0,44361111.0,4206520000.0,4297960000.0,5053580000.0,9418110000.0,7128750000.0,5053580000.0,41740000.0,5161890000.0,7564900000.0,5162150000.0,260000.0,5161890000.0,,,214310000.0,214310000.0,7741650000.0,2517860000.0,15780000.0,,2438330000.0,35320000.0,2403010000.0,5223790000.0,2222900000.0,,1859630000.0,6420000.0,1853210000.0,750000.0,527010000.0,,167550000.0,359460000.0,12903800000.0,551260000.0,,,65320000.0,110850000.0,,110850000.0,,,,108310000.0,,,266780000.0,,266780000.0,266780000.0,,,,12352540000.0,2666510000.0,,,7391550000.0,,69370000.0,9070000.0,1066660000.0,,,1149380000.0,1099680000.0,49700000.0,,,2024-03-31
44361111.0,44361111.0,5724060000.0,5985980000.0,740740000.0,6846050000.0,3779380000.0,740740000.0,980000.0,861050000.0,4168230000.0,860550000.0,-500000.0,861050000.0,740780000.0,122580000.0,158750000.0,158750000.0,9086730000.0,3366730000.0,12770000.0,46780000.0,3307180000.0,0.0,3307180000.0,5720000000.0,,224070000.0,2678800000.0,980000.0,2677820000.0,1410000.0,739100000.0,554370000.0,,184730000.0,9947280000.0,447900000.0,720000.0,9310000.0,73420000.0,88520000.0,87440000.0,1000000.0,80000.0,0.0,0.0,120310000.0,1370000.0,118940000.0,41830000.0,-113660000.0,155490000.0,,114680000.0,40810000.0,0.0,9499380000.0,51960000.0,214530000.0,651710000.0,6341090000.0,6341090000.0,407930000.0,8110000.0,1563110000.0,-12610000.0,1575720000.0,260940000.0,,260940000.0,145970000.0,114970000.0,2023-06-30
